0,96.69999999999999,1125,False,565
1,43.74999999999999,896,False,2005
2,69.4,811,False,275
3,59.2,693,False,217
4,19.75,266,False,52
5,96.1,1141,False,650
6,128.14999999999998,1419,False,442
7,95.14999999999999,1136,False,631
8,98.85,1126,False,420
9,23.349999999999998,305,False,33
10,24.6,309,False,31
11,23.9,308,False,34
12,102.04999999999998,1137,False,314
13,132.5,1416,False,176
14,63.79999999999999,722,False,148
15,167.15000000000003,1781,False,257
16,59.45,664,False,110
17,106.05000000000001,1149,False,141
18,61.85,694,False,85
19,61.3,686,False,75
20,61.74999999999999,696,False,90
21,62.449999999999996,696,False,84
22,63.25000000000001,710,False,87
23,62.650000000000006,698,False,84
24,82.00000000000001,898,False,141
25,24.05,312,False,31
26,61.30000000000001,682,False,81
27,62.95000000000001,705,False,78
28,62.75,703,False,78
29,25.0,314,False,30
30,79.84999999999998,898,False,237
31,62.55,703,False,88
32,169.55,1789,False,191
33,104.55,1130,False,158
34,133.95,1435,False,176
35,104.04999999999998,1129,False,153
36,24.099999999999998,306,False,37
37,24.1,305,False,31
38,25.0,314,False,30
39,104.15,1128,False,170
40,133.6,1433,False,200
41,105.10000000000001,1130,False,143
42,24.75,314,False,30
43,134.2,1435,False,176
44,24.8,312,False,30
45,24.299999999999997,311,False,28
46,105.60000000000001,1129,False,114
47,23.299999999999997,302,False,34
48,25.7,316,False,34
49,24.499999999999996,313,False,30
50,62.1,693,False,71
51,169.55,1791,False,202
52,24.450000000000003,310,False,30
53,104.9,1129,False,150
54,134.1,1434,False,180
55,60.10000000000001,680,False,87
56,72.94999999999999,807,False,120
57,131.55,1402,False,164
58,143.0,1523,False,180
59,60.45,680,False,77
60,104.4,1129,False,171
61,104.75,1128,False,140
62,22.8,301,False,33
63,132.79999999999998,1434,False,266
64,24.7,315,False,30
65,61.75,689,False,86
66,63.94999999999999,722,False,151
67,23.5,298,False,33
68,60.199999999999996,681,False,82
69,24.9,311,False,30
70,72.64999999999999,841,False,300
71,62.10000000000001,694,False,103
72,61.949999999999996,699,False,95
73,24.599999999999998,315,False,35
74,64.39999999999999,722,False,145
75,23.9,308,False,32
76,103.95,1126,False,222
77,23.95,315,False,29
78,65.7,722,False,76
79,23.099999999999998,299,False,34
80,23.5,299,False,37
81,75.6,857,False,245
82,76.89999999999999,898,False,371
83,24.299999999999997,312,False,30
84,75.85,840,False,164
85,121.8,1508,False,1192
86,60.50000000000001,692,False,105
87,63.65000000000001,722,False,142
88,62.55,695,False,77
89,105.00000000000001,1137,False,176
90,23.050000000000004,298,False,40
91,60.25,675,False,64
92,23.349999999999998,296,False,40
93,62.6,707,False,97
94,24.6,310,False,34
95,103.69999999999999,1139,False,254
96,60.5,679,False,61
97,62.449999999999996,698,False,98
98,23.349999999999998,300,False,40
99,25.3,310,False,31
100,64.75,722,False,89
101,23.75,299,False,37
102,105.75,1138,False,159
103,61.85,709,False,108
104,23.2,297,False,41
105,23.1,296,False,40
106,59.7,677,False,113
107,130.79999999999998,1408,False,221
108,106.15,1136,False,160
109,60.95,701,False,110
110,64.0,722,False,139
111,24.400000000000002,306,False,33
112,61.95,694,False,97
113,73.60000000000001,824,False,157
114,62.9,704,False,93
115,104.80000000000001,1129,False,176
116,104.1,1136,False,198
117,129.65,1408,False,220
118,24.3,301,False,33
119,133.5,1433,False,177
120,24.7,309,False,34
121,23.999999999999996,298,False,37
122,73.85000000000001,821,False,117
123,24.35,309,False,34
124,60.6,677,False,71
125,142.15,1517,False,232
126,22.85,295,False,36
127,123.49999999999999,1408,False,606
128,67.60000000000001,809,False,384
129,62.95,722,False,151
130,80.00000000000001,898,False,243
131,63.45,706,False,85
132,24.1,313,False,32
133,79.64999999999999,898,False,271
134,23.75,305,False,37
135,24.400000000000002,308,False,31
136,46.75,798,False,1383
137,20.25,272,False,54
138,84.40000000000002,1128,False,1166
139,100.05000000000001,1125,False,308
140,71.45,806,False,212
141,21.3,287,False,44
142,71.30000000000001,879,False,612
143,90.35,1136,False,919
144,21.05,287,False,45
145,60.95,679,False,73
146,17.75,253,False,62
147,61.05000000000001,684,False,99
148,23.35,301,False,48
149,65.25,722,False,87
150,102.84999999999998,1139,False,284
151,62.849999999999994,716,False,151
152,152.75,1665,False,441
153,23.6,310,False,31
154,76.55,898,False,427
155,22.75,299,False,34
156,77.4,856,False,154
157,24.0,308,False,30
158,24.799999999999997,311,False,29
159,24.7,310,False,28
160,123.10000000000001,1424,False,702
161,59.599999999999994,677,False,93
162,120.1,1400,False,740
163,96.44999999999999,1127,False,528
164,121.75,1434,False,858
165,24.2,315,False,33
166,299.25,3161,True,756
167,21.849999999999998,309,False,29
168,75.2,841,False,182
169,25.099999999999998,315,False,30
170,71.55000000000001,844,False,350
171,23.35,301,False,38
172,25.099999999999998,310,False,34
173,60.300000000000004,683,False,89
174,24.2,301,False,33
175,60.25,678,False,76
176,23.45,300,False,34
177,133.60000000000002,1416,False,148
178,63.400000000000006,722,False,142
179,63.10000000000001,699,False,82
180,74.49999999999999,850,False,236
181,64.85,722,False,83
182,81.70000000000002,898,False,131
183,62.75,697,False,80
184,102.0,1128,False,261
185,23.9,303,False,32
186,24.999999999999996,313,False,31
187,63.5,722,False,136
188,132.55,1423,False,286
189,62.150000000000006,722,False,145
190,25.1,308,False,29
191,134.0,1442,False,224
192,62.60000000000001,703,False,70
193,101.3,1137,False,363
194,104.25000000000001,1129,False,143
195,61.0,680,False,66
196,117.95,1277,False,240
197,63.050000000000004,711,False,80
198,103.65,1137,False,232
199,23.4,297,False,34
200,60.89999999999999,680,False,68
201,64.8,722,False,100
202,134.55,1434,False,170
203,63.400000000000006,722,False,140
204,77.05,862,False,159
205,76.6,839,False,128
206,61.750000000000014,696,False,68
207,63.94999999999999,722,False,155
208,104.35000000000001,1125,False,144
209,102.95,1128,False,225
210,140.65,1524,False,261
211,24.849999999999998,308,False,29
212,63.05000000000001,705,False,71
213,62.750000000000014,700,False,85
214,142.95,1526,False,207
215,23.95,310,False,28
216,158.95000000000002,1676,False,181
217,104.15,1129,False,150
218,24.5,314,False,30
219,25.099999999999998,314,False,28
220,25.0,314,False,30
221,60.7,682,False,87
222,24.799999999999997,311,False,29
223,24.999999999999996,313,False,30
224,25.099999999999998,315,False,30
225,25.4,313,False,30
226,63.3,714,False,92
227,81.9,898,False,148
228,62.25,698,False,76
229,104.75,1128,False,137
230,23.4,303,False,31
231,105.2,1128,False,155
232,76.05,853,False,138
233,23.45,302,False,36
234,61.0,682,False,73
235,23.599999999999994,300,False,33
236,82.00000000000001,898,False,144
237,24.3,312,False,30
238,61.05,680,False,74
239,102.85,1128,False,233
240,127.19999999999999,1435,False,579
241,62.60000000000001,722,False,134
242,107.60000000000001,1242,False,569
243,104.80000000000001,1128,False,148
244,58.74999999999999,673,False,107
245,73.25,816,False,120
246,129.8,1434,False,442
247,128.4,1416,False,360
248,114.9,1277,False,350
249,186.6,1962,False,255
250,59.50000000000001,680,False,61
251,81.95000000000002,898,False,134
252,103.65000000000002,1129,False,220
253,132.15,1429,False,214
254,130.55,1416,False,337
255,102.64999999999999,1130,False,204
256,102.2,1126,False,217
257,60.7,680,False,78
258,63.650000000000006,722,False,144
259,61.75,680,False,68
260,68.0,788,False,230
261,25.25,313,False,29
262,178.30000000000004,2021,False,1026
263,60.35000000000001,703,False,76
264,70.95,826,False,307
265,23.099999999999998,299,False,34
266,103.85000000000001,1127,False,228
267,21.95,296,False,35
268,25.099999999999998,308,False,29
269,58.4,664,False,93
270,24.7,310,False,28
271,80.05,898,False,228
