Rewards,Lengths,Loss,Q1,Best_Distances
24.9,30,0.56363,5.58156,313
77.7,141,0.71303,5.60392,858
104.25,184,0.7555,5.60364,1127
23.45,35,1.17079,5.5364,307
61.9,94,0.98564,5.46604,700
62.2,97,0.83445,5.53203,699
25.1,30,1.16355,5.50382,314
59.8,102,0.95659,5.50175,676
24.4,35,1.06009,5.49473,308
132.6,250,0.76863,5.55724,1433
61.7,92,0.97819,5.39846,693
82.05,130,0.79664,5.55281,900
104.0,163,0.79879,5.54604,1127
103.3,217,0.83358,5.47958,1127
24.45,30,1.47995,5.46769,315
134.95,150,0.86142,5.47243,1434
60.8,75,0.94358,5.4971,681
133.05,223,0.90488,5.48639,1435
76.1,150,0.75573,5.49693,844
24.5,30,0.81556,5.56279,314
62.15,125,0.87783,5.49339,702
102.7,232,0.88306,5.49681,1129
24.55,29,0.8203,5.48722,311
104.05,171,0.67016,5.53912,1127
24.35,36,1.07693,5.50436,311
24.9,31,0.99171,5.45277,313
25.0,30,0.66084,5.45033,314
25.0,30,0.55177,5.50838,314
61.35,68,0.9912,5.53586,682
25.15,30,1.03864,5.4512,313
133.25,208,0.74632,5.54583,1434
133.3,218,0.84216,5.49799,1434
24.55,30,0.85709,5.49969,311
81.1,190,0.86607,5.48914,898
77.1,214,0.77368,5.47948,871
24.5,30,0.83421,5.48029,314
24.7,30,0.80718,5.38921,311
25.3,33,0.58111,5.41058,312
63.05,93,0.72203,5.53805,709
63.45,98,0.881,5.44041,714
24.8,29,0.86357,5.51401,311
24.8,30,1.25468,5.48161,311
25.3,34,0.81206,5.40833,312
59.8,108,0.77481,5.45243,682
63.85,82,0.94173,5.44761,710
24.55,28,0.86751,5.44234,311
25.0,30,0.63873,5.4584,313
25.2,31,0.86063,5.47957,316
61.3,75,0.76227,5.50444,686
60.6,84,0.63269,5.467,680
62.8,93,0.74804,5.49986,704
62.9,96,0.72241,5.49127,706
106.25,160,0.99961,5.44677,1149
64.85,84,0.81676,5.39133,722
24.8,30,0.69116,5.55021,312
24.4,35,1.34093,5.52693,308
103.1,201,0.84047,5.44251,1127
24.9,28,0.80379,5.45927,312
24.4,35,1.46158,5.47868,308
63.4,72,0.5979,5.43751,706
103.65,198,0.81501,5.55506,1129
24.65,30,0.45196,5.55505,313
25.2,29,1.03796,5.57787,315
60.8,109,0.68051,5.52531,681
62.8,101,0.90153,5.4863,711
62.9,89,0.84065,5.50547,704
61.7,105,0.92118,5.42974,690
60.6,106,0.78775,5.52324,690
25.2,31,0.69176,5.60658,316
25.0,30,0.45803,5.57868,314
25.0,30,0.84854,5.52085,314
77.25,192,0.72443,5.57622,866
24.85,30,0.57701,5.47156,315
25.0,30,0.69493,5.48096,314
24.4,35,0.83364,5.55313,308
25.3,30,1.21961,5.55853,312
24.2,31,0.65613,5.49419,311
24.8,28,0.54722,5.50127,311
25.0,30,0.62923,5.56552,313
25.1,28,0.53754,5.6031,314
23.6,35,0.67702,5.61352,300
24.0,33,0.7797,5.5631,304
60.55,108,0.84517,5.51251,682
24.75,30,0.80293,5.53304,314
24.2,35,0.97589,5.45413,307
25.0,30,0.91731,5.45333,314
63.75,82,0.95977,5.53967,709
61.8,67,0.88932,5.50523,689
63.0,87,0.67972,5.56253,705
25.25,34,0.83908,5.58704,314
60.25,77,0.92198,5.56073,678
24.75,30,0.45318,5.63531,314
104.1,175,0.82031,5.63881,1127
24.4,31,0.99136,5.66466,313
64.25,136,0.73942,5.60682,722
62.4,98,0.68908,5.62282,701
24.45,34,0.81128,5.63941,311
24.9,31,0.61402,5.61257,313
24.8,31,1.1839,5.57414,312
62.9,88,0.77653,5.62613,704
61.65,85,0.8306,5.61448,688
24.75,30,1.02248,5.58176,314
65.45,77,0.7585,5.62338,722
62.0,97,0.68679,5.66431,696
62.15,114,0.56528,5.69347,704
60.7,79,0.86863,5.63409,680
25.0,30,1.01858,5.5584,314
25.5,30,1.0742,5.61156,314
24.5,30,0.75792,5.63646,314
63.1,90,0.79997,5.63984,707
24.8,30,0.72985,5.61352,312
64.9,94,0.66726,5.62864,722
25.2,29,0.44888,5.67635,315
23.7,36,1.05653,5.72563,302
25.2,31,0.75659,5.65658,316
62.6,68,0.81537,5.59255,697
24.4,33,1.00174,5.65316,303
61.35,87,0.72128,5.66836,691
104.8,142,0.59266,5.67586,1127
57.05,121,0.79838,5.61586,659
104.7,162,0.91748,5.58648,1130
103.85,159,0.75915,5.62074,1128
24.65,30,0.70864,5.5698,313
61.5,105,0.61312,5.65673,693
25.5,30,0.80755,5.60161,314
24.5,30,1.07701,5.6145,314
24.8,30,0.69003,5.60269,312
24.9,30,0.8716,5.61379,312
25.0,30,0.53578,5.63228,314
81.65,147,0.90254,5.60233,898
25.25,30,0.73683,5.58368,314
24.0,35,0.47421,5.64127,310
60.4,92,0.86557,5.68035,680
75.95,221,0.95497,5.59937,859
80.35,210,0.79507,5.65488,899
24.6,31,0.58546,5.60719,315
61.3,72,1.1376,5.56133,685
63.75,162,0.74285,5.61212,724
24.85,31,0.88579,5.63805,315
25.0,30,0.79485,5.69535,314
24.4,35,0.79201,5.66556,308
25.0,30,0.52467,5.61126,314
25.1,31,0.44718,5.62929,315
25.0,30,0.77151,5.66032,314
25.0,30,0.62817,5.64466,314
24.7,30,0.68348,5.62181,311
24.8,30,0.76996,5.61142,312
79.9,245,0.85951,5.63801,898
60.4,76,0.76926,5.6645,682
24.8,28,1.3408,5.57823,311
62.65,96,0.86789,5.61322,701
24.75,30,1.17214,5.68792,314
24.3,33,0.84648,5.59663,307
25.0,30,1.11326,5.60196,314
61.3,100,0.82815,5.59692,690
60.7,95,0.90991,5.62174,683
76.25,168,0.86256,5.63137,851
75.55,159,0.81672,5.64468,842
77.2,124,0.71935,5.53983,854
23.0,35,0.83812,5.59877,299
24.8,35,1.07386,5.50531,313
60.8,89,0.76874,5.50613,683
61.9,84,0.54745,5.59044,693
24.9,30,1.0706,5.61128,313
25.0,30,1.56298,5.52101,314
60.5,89,0.95361,5.4668,680
25.0,30,0.61996,5.56494,314
105.1,139,0.86612,5.53371,1129
24.6,30,0.69682,5.51048,315
62.65,85,0.94915,5.62063,698
24.15,35,0.9549,5.50793,308
25.2,30,1.17013,5.496,315
25.0,31,0.74534,5.5243,314
25.0,30,0.85707,5.54215,314
24.9,31,0.713,5.54158,313
25.2,29,0.62056,5.57607,315
24.7,35,0.9698,5.56632,307
24.6,30,0.93629,5.54539,310
24.7,29,0.55901,5.56788,315
25.0,29,0.55233,5.61191,313
24.9,30,0.78694,5.65078,313
24.9,30,0.72576,5.66647,313
24.8,29,0.75521,5.64489,311
25.0,34,1.11326,5.57784,314
64.0,78,0.82113,5.5493,713
62.0,96,0.98754,5.59134,697
24.9,29,0.72383,5.56446,312
24.9,29,0.57013,5.58769,312
25.0,30,0.70378,5.63933,314
81.15,171,0.90188,5.59284,899
24.45,30,0.66708,5.61417,311
62.8,85,0.93634,5.60869,703
24.9,30,0.50987,5.60011,313
23.9,35,0.89866,5.65673,301
133.5,226,0.812,5.62508,1433
24.5,30,0.82726,5.69401,314
25.0,30,0.59668,5.70668,314
24.9,30,0.73608,5.68643,313
143.9,167,0.95283,5.61801,1525
24.5,30,0.87376,5.65661,314
24.9,31,1.04858,5.6305,313
25.0,30,0.8634,5.63737,313
104.2,177,0.88042,5.62721,1128
24.4,30,0.7671,5.65835,312
63.8,102,0.84994,5.60495,711
60.7,79,0.63874,5.70652,685
25.0,30,1.3453,5.66398,314
24.8,30,1.1148,5.62705,312
62.05,83,0.9464,5.59508,691
24.75,30,1.09289,5.67562,314
24.8,30,1.21154,5.64254,311
25.0,30,0.68241,5.56418,314
62.5,140,0.75271,5.63893,710
24.9,31,0.76565,5.68018,313
25.4,31,0.76366,5.62176,313
77.75,129,0.85649,5.62415,863
24.75,30,0.8693,5.6882,314
25.0,30,0.80329,5.69223,314
25.1,30,1.19871,5.70042,315
64.45,74,0.73535,5.60457,714
60.3,118,0.74787,5.67375,684
24.75,30,0.76118,5.67299,314
24.2,39,0.94849,5.72221,307
60.95,89,0.83096,5.66641,682
24.95,31,0.59583,5.63785,316
25.0,31,0.80378,5.68759,314
25.0,30,0.78404,5.69395,314
25.2,31,0.61679,5.7092,316
62.95,96,0.87166,5.68727,704
23.75,33,0.77627,5.63778,304
24.8,30,1.05342,5.68406,312
25.1,28,0.73631,5.68338,314
104.0,193,1.07326,5.64457,1129
62.7,92,1.17908,5.63317,708
25.0,30,1.1226,5.66464,314
25.1,31,0.51621,5.67376,315
81.7,160,0.79901,5.69992,900
24.5,30,0.85106,5.71005,314
62.9,78,0.90079,5.63565,702
24.9,31,1.10367,5.64653,313
63.35,92,0.92941,5.65147,702
24.05,28,1.17411,5.6746,311
60.85,88,0.80068,5.70043,681
61.85,104,0.76177,5.71014,699
80.15,225,1.00429,5.69419,900
72.95,103,1.05078,5.61596,810
63.2,124,0.9053,5.66486,714
25.0,30,0.88782,5.71162,314
24.8,29,0.65828,5.79143,311
25.0,30,1.06106,5.79003,313
63.05,120,0.92622,5.66033,709
24.55,33,0.70186,5.79241,312
61.65,107,0.81759,5.76668,693
134.6,146,0.84141,5.68882,1433
104.3,141,0.97853,5.71151,1127
24.75,30,1.26085,5.58032,314
60.4,103,1.06173,5.63334,682
63.35,107,1.23936,5.63523,710
24.75,30,1.408,5.57735,314
24.9,30,0.80864,5.60342,313
25.3,30,0.66761,5.68588,312
24.4,31,0.69059,5.76788,313
60.8,98,0.86136,5.73124,685
25.4,30,0.8104,5.76142,313
24.4,30,0.656,5.75625,313
24.8,29,0.97799,5.73139,311
24.6,32,1.04001,5.6801,310
25.0,30,1.23611,5.63228,314
63.5,75,0.79127,5.67095,708
62.9,76,0.93088,5.72119,702
133.85,234,1.08441,5.63248,1435
24.45,31,0.87153,5.61151,316
62.1,133,0.82822,5.70786,705
25.2,31,1.10232,5.64465,316
24.8,30,0.63074,5.6231,311
24.2,37,0.77167,5.65135,302
24.7,29,0.76216,5.69162,315
63.2,95,0.96719,5.62247,709
25.0,31,1.03913,5.63239,314
23.6,35,0.77759,5.68003,299
25.0,30,0.60516,5.70764,314
133.9,184,0.866,5.66134,1433
24.5,36,0.56263,5.64079,310
63.35,112,0.67379,5.69866,711
24.65,29,0.84554,5.72101,312
24.9,31,0.96381,5.71115,313
25.0,30,1.1007,5.66801,314
73.75,136,0.86647,5.74093,820
24.75,30,0.88822,5.67579,314
63.6,83,0.90934,5.69725,710
144.05,192,0.98724,5.71802,1528
64.6,82,1.20823,5.67531,722
24.85,30,0.92864,5.65703,315
24.9,30,0.68597,5.67691,313
25.0,31,0.76921,5.75454,314
103.7,185,0.97876,5.73627,1125
24.2,30,0.94277,5.74251,311
25.1,32,1.30342,5.71397,315
25.0,30,1.166,5.64893,314
25.1,31,0.53703,5.65033,315
60.05,165,1.0263,5.77256,689
23.35,35,0.95134,5.75172,299
25.1,30,0.85014,5.75775,315
60.6,61,0.58591,5.80989,676
25.0,30,0.80411,5.8511,314
134.0,214,0.83098,5.78438,1435
62.65,79,0.94953,5.75338,702
133.3,222,0.81918,5.78696,1435
24.65,29,0.86599,5.83287,312
25.0,30,0.98852,5.74975,314
25.0,31,1.257,5.66197,314
81.25,169,1.00884,5.74019,898
24.65,30,0.96159,5.75102,313
24.7,30,0.52146,5.7685,310
25.0,30,1.07327,5.81572,313
24.7,29,0.99832,5.83184,310
25.0,30,1.17654,5.78827,314
63.15,122,1.16924,5.76039,711
71.95,153,0.80082,5.78165,810
25.0,30,1.0828,5.8571,314
61.0,75,0.88941,5.77612,682
25.0,30,0.76793,5.80353,314
63.35,106,0.91353,5.80914,710
60.45,89,0.68797,5.82581,682
25.0,30,0.63036,5.85579,314
24.9,36,0.84943,5.87168,314
25.0,30,0.79898,5.87796,314
24.9,30,0.96156,5.83832,312
25.0,30,0.5649,5.76386,314
25.0,30,1.24486,5.76052,314
25.0,30,0.97382,5.74566,314
63.05,90,1.07355,5.72006,704
60.15,126,1.06443,5.75561,687
24.9,30,1.16686,5.71051,313
104.7,195,0.81025,5.79706,1137
59.9,147,0.99304,5.75955,691
62.85,91,1.11419,5.68257,702
74.4,222,0.91915,5.78057,841
24.25,30,0.53,5.8167,314
25.3,29,0.7849,5.83627,311
24.5,30,0.79838,5.86399,314
77.65,160,0.96099,5.83586,863
24.75,30,0.79026,5.85499,314
64.05,82,0.86981,5.82293,712
24.55,28,1.21571,5.82473,311
25.0,31,0.9988,5.79972,314
25.3,30,1.11839,5.80034,312
63.1,91,1.02195,5.77932,712
24.9,30,1.08769,5.77625,313
102.9,245,0.91147,5.8368,1128
24.4,30,0.99758,5.8083,313
24.9,30,1.00473,5.78939,312
24.9,30,0.60251,5.80834,312
24.7,30,1.00431,5.86474,311
61.4,78,0.90611,5.87893,682
24.3,30,0.48106,5.83857,312
25.0,30,0.61976,5.9016,314
25.0,30,1.04942,5.94434,314
24.8,29,1.09928,5.90708,311
63.6,76,1.04001,5.83376,709
24.2,35,1.29176,5.80962,302
24.5,30,0.91957,5.7956,314
103.65,197,0.68713,5.88951,1129
24.55,30,1.01597,5.93197,312
25.0,30,0.79495,5.91361,314
62.7,98,0.96045,5.8453,704
75.35,202,0.98385,5.85187,817
21.95,35,1.02242,5.75989,311
62.8,93,0.8915,5.87904,704
24.9,30,1.35388,5.79616,313
25.0,30,0.58867,5.74897,313
133.75,201,0.93615,5.87543,1433
61.2,70,0.93033,5.80812,683
24.75,30,0.79936,5.90507,314
25.0,31,1.21169,5.8948,314
24.8,35,0.8078,5.84188,312
80.5,136,1.05975,5.8818,884
23.9,33,0.89582,5.80787,308
25.0,30,0.98305,5.85659,314
25.0,30,0.77455,5.90742,314
24.9,30,0.68355,5.90659,312
24.9,30,0.90307,5.90743,313
60.9,84,0.62571,5.94388,683
24.7,29,0.88972,5.93079,310
24.8,28,0.97034,5.83926,311
63.9,74,0.84931,5.86039,711
25.0,30,0.82,5.94023,314
25.0,30,0.88863,5.96029,314
63.3,89,0.81839,5.92166,708
24.8,28,0.77068,5.89648,311
24.7,30,0.71713,5.87728,311
25.0,31,0.56544,5.85218,314
24.9,30,1.17303,5.87824,313
24.9,31,0.85389,5.90509,313
79.95,235,0.89829,5.88991,899
61.7,99,0.9413,5.86587,694
24.35,30,0.90913,5.92468,310
105.1,140,0.9449,5.87501,1128
24.4,29,0.94161,5.90914,312
61.05,87,0.92494,5.91279,683
24.55,30,0.55144,5.86553,312
24.8,30,0.70448,5.92808,312
73.75,204,1.04524,5.84971,833
24.45,29,0.81026,5.90771,310
103.95,184,0.81067,5.88124,1130
24.75,30,1.05401,5.93642,314
25.0,30,0.98666,5.89105,314
24.9,29,0.8937,5.83623,312
103.9,197,0.75162,5.86295,1129
24.3,31,1.3396,5.9094,312
63.0,128,0.81668,5.85969,708
104.9,124,0.88464,5.86729,1129
24.3,30,1.00718,5.85202,312
60.95,97,0.78237,5.90655,684
63.0,94,0.90503,5.89999,706
60.75,82,0.8376,5.86978,684
23.7,32,1.23009,5.78524,301
24.8,31,0.88312,5.73912,312
25.0,30,0.87728,5.78635,314
62.2,100,1.24944,5.80061,700
75.65,267,0.79966,5.86976,865
24.65,33,0.78501,5.86196,313
24.9,30,0.72902,5.84556,313
24.5,34,1.22033,5.82458,304
24.4,30,1.04438,5.78434,312
61.2,75,1.09512,5.78947,685
24.9,29,0.90605,5.79512,312
63.2,94,1.02113,5.81562,708
24.7,29,0.90943,5.86752,310
24.8,30,1.18039,5.8867,312
25.0,30,0.76389,5.83485,314
23.9,34,0.81834,5.84284,303
24.9,29,1.22791,5.8528,312
25.2,31,0.81016,5.8627,316
25.0,30,1.05425,5.87576,314
25.0,30,1.14673,5.83447,314
23.6,34,0.6404,5.77735,299
24.6,31,0.71645,5.82593,310
62.8,112,0.79453,5.8621,708
25.1,30,1.38087,5.84249,315
25.0,30,0.97322,5.79099,314
24.9,30,1.41481,5.76029,313
24.8,35,0.8901,5.71658,313
24.6,32,0.70859,5.80513,310
104.6,160,0.91218,5.85277,1129
24.5,30,0.9145,5.81654,314
25.1,28,1.23042,5.83438,314
63.65,86,0.85749,5.79615,709
24.75,30,0.55326,5.85047,314
24.1,33,0.77929,5.9465,305
135.55,142,0.86818,5.84965,1434
24.05,28,0.58881,5.93038,311
103.8,204,0.98995,5.90512,1129
24.5,30,1.17583,5.84828,314
25.5,30,0.73953,5.87475,314
24.7,31,0.96028,5.92472,316
23.2,37,0.86531,5.93159,297
25.0,30,1.11581,5.9289,314
25.0,30,0.92484,5.90361,313
64.05,84,1.04508,5.93249,712
24.25,35,1.15016,5.85114,310
25.1,31,0.79507,5.84441,315
25.0,30,0.98508,5.87439,314
24.9,30,1.13286,5.89488,313
25.1,30,0.90168,5.90377,315
24.8,30,1.43334,5.91072,312
25.0,30,0.60945,5.9066,314
24.8,30,0.73459,5.91785,312
25.0,30,1.00943,5.90155,314
24.9,29,0.90385,5.87695,312
62.3,80,0.85531,5.95958,697
24.7,30,1.30243,5.8687,311
25.0,30,0.72424,5.81096,314
62.6,89,1.13103,5.87165,701
25.0,30,1.00046,5.87894,314
61.0,85,0.96762,5.86271,684
73.5,157,0.8385,5.94423,819
133.6,207,0.90449,5.90332,1435
24.3,30,0.97407,5.87178,311
24.9,30,1.02753,5.88983,312
24.8,30,0.99681,5.90225,312
63.7,151,0.82984,5.92902,722
59.9,128,0.99721,5.88678,682
71.45,229,0.8897,5.91945,815
24.75,30,1.32906,5.82386,314
24.3,31,0.93178,5.74908,307
25.0,30,0.57345,5.80549,314
24.2,36,0.83044,5.91812,302
24.7,31,1.22787,5.94118,316
63.05,71,0.9187,5.84571,700
60.55,78,0.83184,5.88777,681
60.3,144,0.90836,5.89872,689
24.6,30,0.35387,5.90257,310
61.75,101,0.84312,5.89723,693
24.75,30,1.00095,5.85468,314
25.0,30,0.783,5.82756,314
65.15,93,0.73864,5.87362,722
23.35,36,0.80151,5.89698,301
133.0,231,0.98823,5.85407,1434
23.6,35,1.29169,5.79573,299
24.7,31,0.77546,5.77102,311
24.2,38,1.10272,5.77779,302
23.6,34,0.72626,5.79962,305
104.4,176,1.02551,5.78354,1130
24.4,30,0.72633,5.89573,312
25.0,30,0.99231,5.91217,314
63.4,72,1.05898,5.76544,706
24.9,30,0.79372,5.75163,313
103.45,210,0.98817,5.79773,1129
24.85,28,0.59705,5.8326,314
25.2,31,0.79406,5.89994,316
25.2,31,1.29982,5.85462,316
60.55,113,0.83273,5.76746,683
24.75,30,0.70892,5.84789,314
24.9,30,1.1758,5.88761,313
24.7,30,1.00249,5.84622,311
24.9,30,0.94627,5.82269,313
23.6,36,0.86687,5.85778,300
103.6,206,1.17554,5.79848,1128
24.3,29,1.29632,5.79502,311
60.1,148,0.87428,5.86897,688
63.35,91,0.81828,5.77121,707
24.75,33,0.85675,5.87131,314
103.35,204,0.85059,5.84073,1127
60.8,75,1.04236,5.86114,681
24.75,30,0.90161,5.75234,314
24.7,29,1.33681,5.81039,310
25.0,30,1.12898,5.83645,314
62.35,82,1.01474,5.8001,694
75.45,190,1.08586,5.80531,847
24.4,30,0.68569,5.80675,312
24.8,28,1.16946,5.85116,311
24.8,31,0.80001,5.86277,312
25.5,30,0.77696,5.8619,314
64.7,77,0.95168,5.83685,722
77.95,168,0.89893,5.84145,868
62.1,93,0.86478,5.78133,697
24.75,30,1.34604,5.8868,314
62.9,80,1.03416,5.74034,702
24.9,31,1.59511,5.84606,313
25.0,30,0.53539,5.85524,314
25.1,30,0.76063,5.86663,315
24.8,30,1.06771,5.86221,312
24.8,35,1.12114,5.81247,308
62.95,94,0.89092,5.7892,708
25.05,30,1.30968,5.77747,312
24.5,30,1.1733,5.76154,313
103.35,210,0.77442,5.82251,1128
24.75,30,1.25859,5.8074,314
25.2,30,0.53048,5.80702,311
24.5,30,1.38084,5.82242,314
104.3,190,1.0837,5.76877,1126
23.9,31,0.98244,5.72892,313
24.9,30,0.76938,5.76688,313
63.2,179,1.01055,5.78336,722
25.2,29,0.87492,5.75575,315
24.9,30,1.03859,5.77878,313
25.5,31,1.16585,5.77618,314
80.4,172,0.81219,5.82105,898
61.15,87,0.85108,5.74774,684
24.65,30,1.18777,5.8404,313
24.5,35,0.78209,5.84574,310
60.95,73,0.98397,5.84643,679
24.75,30,1.05665,5.80344,314
23.2,36,1.30361,5.72926,297
25.0,30,1.16421,5.71819,314
25.1,31,1.1115,5.74675,315
24.8,29,1.54319,5.74773,311
24.9,30,1.05958,5.71725,312
25.0,30,0.74701,5.73079,314
63.0,83,0.66931,5.86018,704
23.8,32,0.59211,5.87369,302
25.0,30,0.89014,5.82525,314
25.0,30,0.90283,5.76357,314
25.1,30,0.94268,5.75791,315
133.5,218,0.92703,5.7886,1436
63.8,146,0.90848,5.74498,722
25.2,30,0.87975,5.76532,315
24.9,30,0.89785,5.76697,312
24.6,33,0.71144,5.80738,310
81.65,174,1.0886,5.74162,898
22.45,36,0.97906,5.73763,297
24.7,30,0.81181,5.72015,311
24.9,29,0.8864,5.72399,312
63.35,93,0.79047,5.7711,707
24.75,30,1.01234,5.8154,314
25.0,30,0.98183,5.793,314
24.2,35,0.47374,5.77841,307
24.5,36,0.66169,5.83474,310
61.15,61,0.9136,5.84461,679
23.65,32,1.1828,5.76424,303
62.95,81,1.06731,5.71689,701
24.15,34,0.68973,5.74114,308
24.0,38,0.55408,5.8157,305
81.45,158,0.95834,5.81965,900
60.25,86,1.22512,5.78452,680
59.35,213,0.91477,5.82186,691
132.1,228,0.97092,5.82663,1417
24.15,29,1.24788,5.77902,312
60.45,94,0.89843,5.79136,678
23.25,36,1.03937,5.90135,298
61.6,74,0.8061,5.81799,688
25.0,30,0.65227,5.78007,314
25.2,29,0.68508,5.84865,315
25.0,30,0.58864,5.88943,314
25.0,30,0.72335,5.91014,314
104.55,157,0.88494,5.88871,1130
24.75,30,0.93027,5.94268,313
60.45,141,0.97253,5.87991,688
24.75,30,0.76563,5.878,314
25.0,30,0.55463,5.88213,314
25.0,30,0.89421,5.93372,314
61.75,263,0.89678,5.89302,722
61.55,100,1.04957,5.88684,696
24.7,35,0.71717,5.77808,312
25.2,29,1.59783,5.82843,315
63.7,96,1.15731,5.85869,714
60.9,103,0.74506,5.86922,682
105.3,173,0.8847,5.84832,1150
25.0,30,1.25657,5.85243,314
60.7,115,1.03214,5.82095,687
62.55,90,0.98011,5.8029,698
63.3,93,0.74116,5.86948,709
24.75,30,0.7807,5.90463,314
143.4,202,0.94935,5.8279,1527
23.7,36,0.81504,5.7863,307
104.85,146,1.01409,5.80136,1126
102.95,190,1.12304,5.71488,1124
131.85,186,0.7693,5.77261,1414
60.65,123,0.81165,5.76495,686
24.3,30,1.10361,5.74997,312
24.9,30,0.56981,5.74869,313
24.0,35,0.90231,5.75683,304
104.85,192,1.01107,5.72285,1131
61.65,113,0.79077,5.73191,709
25.0,30,0.35877,5.78055,314
24.8,30,0.45311,5.80919,312
61.7,129,1.03497,5.74187,700
60.05,125,0.94367,5.77632,680
24.55,30,0.6387,5.79107,311
102.5,248,0.8727,5.75688,1130
103.9,186,0.88664,5.75805,1127
59.7,123,0.95776,5.72558,684
25.0,30,0.87485,5.66207,314
25.2,30,0.77412,5.68477,315
25.0,30,0.76149,5.7676,314
24.7,29,0.77378,5.8326,310
25.0,30,1.11175,5.84997,314
25.2,30,1.50223,5.77053,315
24.9,30,0.61455,5.69002,312
24.8,30,0.46284,5.71407,311
24.8,29,1.11502,5.73973,311
25.0,30,0.78742,5.70493,314
62.45,78,1.02904,5.66885,695
63.4,83,0.86807,5.67235,708
133.8,186,0.91322,5.70104,1433
24.45,30,0.78694,5.7149,311
63.55,73,1.08751,5.67684,705
61.45,108,1.11949,5.61376,696
24.7,28,0.82542,5.68048,310
133.1,228,0.90564,5.69574,1429
79.35,236,0.87604,5.71481,898
24.85,30,1.00276,5.74743,315
104.1,186,1.03239,5.68864,1129
24.5,30,0.57259,5.74109,314
24.7,30,1.10039,5.797,311
24.8,33,0.84952,5.7588,312
60.55,208,0.89985,5.73044,702
74.55,179,0.72543,5.78246,841
24.8,35,1.02864,5.78295,313
24.9,31,0.54145,5.73744,313
24.9,30,0.68289,5.77118,312
25.0,30,1.06683,5.75797,314
25.0,30,0.75243,5.75067,314
62.65,92,0.71285,5.77532,700
24.75,30,0.73955,5.80824,314
25.1,28,1.16873,5.79179,314
25.2,29,1.49091,5.72715,315
24.2,34,0.95975,5.6414,306
25.0,29,1.58975,5.68723,313
103.8,206,0.7463,5.79512,1131
