0,56.55000000000001,978,False,2005,41
1,51.30000000000001,978,False,2005,82
2,80.19999999999999,904,False,121,85
3,53.15000000000001,969,False,2005,126
4,52.05000000000001,978,False,2005,167
5,58.80000000000001,672,False,58,169
6,54.20000000000001,977,False,2005,210
7,52.55000000000001,978,False,2005,251
8,9.799999999999999,194,False,19,252
9,85.05000000000001,906,False,78,254
10,54.05000000000001,978,False,2005,295
11,54.05000000000001,978,False,2005,336
12,50.55000000000001,978,False,2005,377
13,57.55000000000001,672,False,58,379
14,60.30000000000001,672,False,58,381
15,60.30000000000001,672,False,58,383
16,54.55000000000001,978,False,2005,424
17,53.05000000000001,978,False,2005,465
18,52.05000000000001,978,False,2005,506
19,51.75,975,False,2005,547
20,52.30000000000001,978,False,2005,588
21,56.50000000000001,660,False,64,590
22,54.80000000000001,978,False,2005,631
23,52.55000000000001,978,False,2005,672
24,51.80000000000001,978,False,2005,713
25,52.55000000000001,978,False,2005,754
26,52.55000000000001,978,False,2005,795
27,52.30000000000001,978,False,2005,836
28,51.70000000000001,977,False,2005,877
29,52.3,978,False,2005,918
30,52.80000000000001,978,False,2005,959
31,53.05000000000001,978,False,2005,1000
32,51.05000000000001,978,False,2005,1041
33,52.80000000000001,978,False,2005,1082
34,52.3,978,False,2005,1123
35,51.9,975,False,2005,1164
36,52.05000000000001,978,False,2005,1205
37,52.55000000000001,978,False,2005,1246
38,53.30000000000001,978,False,2005,1287
39,51.05000000000001,978,False,2005,1328
40,52.30000000000001,978,False,2005,1369
41,57.00000000000001,659,False,64,1371
42,57.849999999999994,662,False,98,1373
43,55.30000000000001,978,False,2005,1414
44,52.05000000000001,978,False,2005,1455
45,38.8,482,False,74,1457
46,55.05,978,False,2005,1498
47,51.30000000000001,978,False,2005,1539
48,53.30000000000001,978,False,2005,1580
49,51.80000000000001,978,False,2005,1621
50,52.55000000000001,978,False,2005,1662
51,80.39999999999999,913,False,131,1665
52,55.30000000000001,978,False,2005,1706
53,53.20000000000001,977,False,2005,1747
54,54.900000000000006,659,False,64,1749
55,55.05000000000001,978,False,2005,1790
56,51.55000000000001,978,False,2005,1831
57,81.30000000000001,894,False,92,1833
58,53.10000000000001,976,False,2005,1874
59,52.55000000000001,978,False,2005,1915
60,79.2,887,False,86,1917
61,79.10000000000001,871,False,92,1919
62,113.75,1196,False,145,1922
63,57.20000000000001,671,False,58,1924
64,59.0,664,False,89,1926
65,55.05,978,False,2005,1967
66,53.05000000000001,978,False,2005,2008
67,51.55000000000001,978,False,2005,2049
68,10.2,198,False,19,2050
69,55.80000000000001,978,False,2005,2091
70,52.30000000000001,978,False,2005,2132
71,57.55000000000001,672,False,58,2134
72,55.05000000000001,978,False,2005,2175
73,51.85000000000001,976,False,2005,2216
74,52.30000000000001,978,False,2005,2257
75,52.55000000000001,978,False,2005,2298
76,52.30000000000001,978,False,2005,2339
77,53.55000000000001,978,False,2005,2380
78,51.05000000000001,978,False,2005,2421
79,10.2,198,False,19,2422
80,84.80000000000001,906,False,78,2424
81,53.30000000000001,978,False,2005,2465
82,53.30000000000001,978,False,2005,2506
83,52.30000000000001,978,False,2005,2547
84,52.30000000000001,978,False,2005,2588
85,56.45000000000001,656,False,65,2590
86,81.0,885,False,86,2592
87,54.55000000000001,978,False,2005,2633
88,52.30000000000001,978,False,2005,2674
89,52.55000000000001,978,False,2005,2715
90,51.80000000000001,978,False,2005,2756
91,80.64999999999999,907,False,102,2759
92,54.05000000000001,978,False,2005,2800
93,111.85000000000001,1197,False,117,2803
94,52.80000000000001,978,False,2005,2844
95,52.30000000000001,978,False,2005,2885
96,51.8,978,False,2005,2926
97,52.80000000000001,978,False,2005,2967
98,52.30000000000001,978,False,2005,3008
99,77.65,872,False,107,3011
100,54.050000000000004,978,False,2005,3052
101,80.35,908,False,123,3055
102,54.30000000000001,978,False,2005,3096
103,52.05000000000001,978,False,2005,3137
104,10.7,198,False,19,3138
105,56.05000000000001,978,False,2005,3179
106,52.05000000000002,978,False,2005,3220
107,52.30000000000001,978,False,2005,3261
108,52.30000000000001,978,False,2005,3302
109,52.30000000000001,978,False,2005,3343
110,52.30000000000001,978,False,2005,3384
111,52.30000000000002,978,False,2005,3425
112,52.30000000000001,978,False,2005,3466
113,52.30000000000002,978,False,2005,3507
114,51.55000000000001,978,False,2005,3548
115,52.55000000000001,978,False,2005,3589
116,53.05000000000001,978,False,2005,3630
117,87.30000000000001,968,False,91,3632
118,54.05000000000001,978,False,2005,3673
119,79.4,887,False,183,3677
120,51.55000000000001,978,False,2005,3718
121,53.05000000000001,978,False,2005,3759
122,52.30000000000001,978,False,2005,3800
123,52.30000000000001,978,False,2005,3841
124,52.30000000000001,978,False,2005,3882
125,51.80000000000001,978,False,2005,3923
126,52.80000000000001,978,False,2005,3964
127,52.30000000000001,978,False,2005,4005
128,52.30000000000001,978,False,2005,4046
129,52.05000000000001,978,False,2005,4087
130,52.55000000000001,978,False,2005,4128
131,52.30000000000001,978,False,2005,4169
132,52.30000000000002,978,False,2005,4210
133,52.30000000000001,978,False,2005,4251
134,79.70000000000002,896,False,82,4253
135,54.80000000000001,978,False,2005,4294
136,86.60000000000001,957,False,94,4296
137,53.30000000000001,978,False,2005,4337
138,84.9,938,False,87,4339
139,88.65,957,False,104,4342
140,53.55000000000001,978,False,2005,4383
141,52.55,978,False,2005,4424
142,77.75,879,False,87,4426
143,12.7,198,False,19,4427
144,55.30000000000001,978,False,2005,4468
145,111.2,1189,False,127,4471
146,51.80000000000002,978,False,2005,4512
147,52.05000000000001,978,False,2005,4553
148,53.05000000000001,978,False,2005,4594
149,52.30000000000002,978,False,2005,4635
150,84.35000000000001,936,False,89,4637
151,57.70000000000001,657,False,94,4639
152,53.80000000000001,978,False,2005,4680
153,52.10000000000001,977,False,2005,4721
154,53.05000000000001,978,False,2005,4762
