Rewards,Lengths,Loss1,Loss2,Q1,Q2,Best_Distances
160.95,303,0.9262499809265137,nan,5.300119876861572,nan,1432
196.05,486,0.38975998759269714,nan,5.302820205688477,nan,858
127.95,252,0.41290000081062317,nan,5.303460121154785,nan,898
264.35,394,0.38607001304626465,nan,5.291600227355957,nan,2470
72.2,90,0.4734799861907959,nan,5.210440158843994,nan,315
108.1,164,0.37250998616218567,nan,5.224289894104004,nan,700
197.3,390,0.386790007352829,nan,5.226880073547363,nan,1125
144.05,206,0.380730003118515,nan,5.264339923858643,nan,687
193.6,349,0.7126500010490417,nan,5.288370132446289,nan,1155
181.5,322,0.45809000730514526,nan,5.203519821166992,nan,709
164.45,335,0.7600299715995789,nan,5.354340076446533,nan,898
207.15,477,0.9911400079727173,nan,5.446529865264893,nan,1212
174.85,394,0.818880021572113,nan,5.350329875946045,nan,870
203.65,347,0.8676499724388123,nan,5.344110012054443,nan,899
186.45,289,0.3848400115966797,nan,5.350480079650879,nan,1124
215.95,281,0.4300900101661682,nan,5.3443498611450195,nan,1433
150.9,254,0.4124099910259247,nan,5.364109992980957,nan,722
266.3,441,0.6935200095176697,nan,5.319809913635254,nan,1521
150.15,220,0.3911300003528595,nan,5.318739891052246,nan,1126
187.85,341,0.3387700021266937,nan,5.352479934692383,nan,1125
187.2,293,0.3626900017261505,nan,5.333539962768555,nan,1127
70.05,101,0.3962700068950653,nan,5.354529857635498,nan,311
191.25,356,0.4262999892234802,nan,5.325439929962158,nan,1126
109.8,158,0.39280998706817627,nan,5.3491902351379395,nan,700
182.45,358,0.3797700107097626,nan,5.367549896240234,nan,1794
251.0,544,0.7264299988746643,nan,5.325469970703125,nan,1415
195.25,309,0.45142000913619995,nan,5.279689788818359,nan,834
183.7,255,0.44308000802993774,nan,5.317249774932861,nan,1785
126.05,222,0.3328000009059906,nan,5.303750038146973,nan,859
182.9,240,0.44501999020576477,nan,5.297369956970215,nan,703
230.2,622,0.8710100054740906,nan,5.236259937286377,nan,1434
190.65,269,0.36649999022483826,nan,5.213779926300049,nan,1144
146.1,483,0.9815899729728699,nan,5.252709865570068,nan,1137
147.4,199,0.41885000467300415,nan,5.250909805297852,nan,725
203.4,325,0.4930799901485443,nan,5.2016801834106445,nan,898
148.75,250,0.4530099928379059,nan,5.252600193023682,nan,1438
182.75,371,0.43156999349594116,nan,5.265729904174805,nan,1758
173.3,331,0.3977999985218048,nan,5.288519859313965,nan,1676
70.75,99,0.4585599899291992,nan,5.255099773406982,nan,312
202.55,303,0.40380001068115234,nan,5.37529993057251,nan,1946
189.15,269,0.5126399993896484,nan,5.362180233001709,nan,722
220.4,521,0.3931100070476532,nan,5.373040199279785,nan,1521
144.4,245,0.4561600089073181,nan,5.41294002532959,nan,687
152.65,227,0.4202499985694885,nan,5.445700168609619,nan,1126
72.65,89,0.3161500096321106,nan,5.447319984436035,nan,311
150.55,471,0.6749500036239624,nan,5.408780097961426,nan,1521
226.95,627,0.5976899862289429,nan,5.446969985961914,nan,1130
154.1,317,0.8187500238418579,nan,5.441850185394287,nan,823
226.8,352,0.7809699773788452,nan,5.36929988861084,nan,1435
166.4,278,0.4779300093650818,nan,5.3680100440979,nan,898
157.2,287,0.3454900085926056,nan,5.393119812011719,nan,821
108.3,150,0.49314001202583313,nan,5.330210208892822,nan,676
305.65,504,0.39513999223709106,nan,5.310279846191406,nan,1764
147.95,177,0.3958500027656555,nan,5.334980010986328,nan,708
161.15,317,0.43299999833106995,nan,5.300680160522461,nan,1241
167.3,243,0.529229998588562,nan,5.249839782714844,nan,1433
185.3,503,0.5958499908447266,nan,5.260839939117432,nan,1128
201.5,335,0.45361000299453735,nan,5.285160064697266,nan,1977
175.5,459,0.48715999722480774,nan,5.309820175170898,nan,855
176.55,337,0.40046000480651855,nan,5.323319911956787,nan,898
157.95,400,0.4290499985218048,nan,5.304629802703857,nan,855
148.1,246,0.4080600142478943,nan,5.320250034332275,nan,1437
149.2,291,0.47376999258995056,nan,5.294899940490723,nan,1440
214.85,354,0.343639999628067,nan,5.453249931335449,nan,1430
153.05,195,0.42010000348091125,nan,5.482019901275635,nan,1126
147.4,213,0.400409996509552,nan,5.463980197906494,nan,1433
110.8,135,0.34994998574256897,nan,5.5059099197387695,nan,704
195.35,298,0.3766300082206726,nan,5.444049835205078,nan,825
162.05,303,0.40707001090049744,nan,5.413700103759766,nan,860
189.7,277,0.49160999059677124,nan,5.365260124206543,nan,1125
219.45,308,0.4572199881076813,nan,5.405720233917236,nan,1437
143.9,250,0.34397000074386597,nan,5.384049892425537,nan,680
109.4,156,0.3502900004386902,nan,5.4204301834106445,nan,686
69.5,111,0.4377500116825104,nan,5.3434600830078125,nan,312
190.65,234,1.0594600439071655,nan,5.322929859161377,nan,1124
215.4,348,0.4246799945831299,nan,5.394969940185547,nan,1514
108.45,169,0.35089999437332153,nan,5.44851016998291,nan,703
258.05,521,0.6806100010871887,nan,5.424330234527588,nan,1435
149.55,331,0.35585999488830566,nan,5.406310081481934,nan,1434
159.45,327,0.4933899939060211,nan,5.376049995422363,nan,827
143.55,235,0.4204300045967102,nan,5.374450206756592,nan,686
165.7,462,0.7743899822235107,nan,5.377669811248779,nan,898
154.9,595,0.9096599817276001,nan,5.444369792938232,nan,827
190.2,382,0.4780200123786926,nan,5.396249771118164,nan,1127
240.4,324,0.4748600125312805,nan,5.413859844207764,nan,1786
180.2,227,0.3815700113773346,nan,5.404809951782227,nan,689
196.1,368,0.45037999749183655,nan,5.387750148773193,nan,828
170.4,329,0.8372600078582764,nan,5.428750038146973,nan,1665
186.95,285,0.5251500010490417,nan,5.422430038452148,nan,1126
149.9,254,0.37345001101493835,nan,5.444220066070557,nan,724
228.7,580,0.4432699978351593,nan,5.517250061035156,nan,1126
166.2,346,0.490090012550354,nan,5.515009880065918,nan,899
188.7,291,0.39063000679016113,nan,5.5488200187683105,nan,1129
216.0,316,0.4281800091266632,nan,5.609739780426025,nan,1431
104.95,150,0.5308099985122681,nan,5.5788798332214355,nan,672
148.85,211,0.5123100280761719,nan,5.584259986877441,nan,1430
178.85,272,0.3782599866390228,nan,5.612539768218994,nan,1409
163.9,418,0.725820004940033,nan,5.634190082550049,nan,898
106.45,164,0.30970999598503113,nan,5.657189846038818,nan,688
159.75,296,0.5527999997138977,nan,5.590310096740723,nan,848
205.25,288,0.4065000116825104,nan,5.695630073547363,nan,1674
147.05,256,0.43612000346183777,nan,5.704740047454834,nan,713
151.3,236,0.3578900098800659,nan,5.7299299240112305,nan,1122
281.2,788,0.42539000511169434,nan,5.632420063018799,nan,1526
108.15,221,0.3989500105381012,nan,5.565680027008057,nan,722
103.85,205,0.9725099802017212,nan,5.566989898681641,nan,697
153.0,222,0.4431999921798706,nan,5.5327301025390625,nan,1125
146.85,229,0.3828200101852417,nan,5.515130043029785,nan,1434
146.0,262,0.3873699903488159,nan,5.516630172729492,nan,700
126.75,265,0.4539799988269806,nan,5.5113301277160645,nan,898
158.0,310,0.45381999015808105,nan,5.39192008972168,nan,792
108.25,167,0.4376699924468994,nan,5.395130157470703,nan,697
150.05,253,0.42482998967170715,nan,5.394999980926514,nan,723
279.4,678,0.5714600086212158,nan,5.456099987030029,nan,1155
105.45,170,0.467849999666214,nan,5.473320007324219,nan,677
255.55,392,0.39386001229286194,nan,5.500040054321289,nan,1432
146.05,246,1.1056599617004395,nan,5.438990116119385,nan,1429
227.15,365,0.3746199905872345,nan,5.49213981628418,nan,1139
120.4,254,0.39434000849723816,nan,5.4995198249816895,nan,838
200.45,329,0.5283300280570984,nan,5.481800079345703,nan,1423
70.55,95,0.38172000646591187,nan,5.5721001625061035,nan,309
178.45,308,0.3570599853992462,nan,5.551420211791992,nan,1403
202.85,546,0.4660300016403198,nan,5.518099784851074,nan,899
269.6,528,0.38955000042915344,nan,5.583409786224365,nan,1129
165.3,325,0.3718700110912323,nan,5.603819847106934,nan,871
199.45,443,0.46922001242637634,nan,5.732150077819824,nan,849
191.8,349,0.5038300156593323,nan,5.562300205230713,nan,1146
216.25,390,0.3932499885559082,nan,5.587669849395752,nan,1438
233.35,402,0.47369998693466187,nan,5.6145501136779785,nan,1433
204.0,384,0.47005999088287354,nan,5.575039863586426,nan,1146
71.95,100,0.4440099895000458,nan,5.609529972076416,nan,310
125.4,331,0.7674099802970886,nan,5.690720081329346,nan,877
196.75,356,0.7707499861717224,nan,5.65418004989624,nan,1124
108.35,306,0.4173699915409088,nan,5.679110050201416,nan,722
185.0,332,0.8185799717903137,nan,5.826519966125488,nan,1125
160.35,272,0.4099299907684326,nan,5.8442301750183105,nan,823
244.1,466,0.6683099865913391,nan,5.84798002243042,nan,1436
147.55,195,0.5760400295257568,nan,5.739299774169922,nan,710
109.8,167,0.31367000937461853,nan,5.764440059661865,nan,708
73.1,93,0.3892799913883209,nan,5.730100154876709,nan,311
187.8,333,0.37549999356269836,nan,5.736599922180176,nan,1135
234.75,622,0.4223499894142151,nan,5.8144001960754395,nan,1126
182.25,290,0.4644699990749359,nan,5.837560176849365,nan,706
108.35,154,0.49086999893188477,nan,5.82125997543335,nan,691
122.1,210,0.42598000168800354,nan,5.82420015335083,nan,844
198.45,268,0.408160001039505,nan,5.808139801025391,nan,837
208.75,314,0.4915199875831604,nan,5.795609951019287,nan,1128
229.65,396,0.5391700267791748,nan,5.776899814605713,nan,1126
144.15,211,0.4657599925994873,nan,5.729430198669434,nan,691
185.55,307,0.42612001299858093,nan,5.727290153503418,nan,706
148.05,242,0.495059996843338,nan,5.708670139312744,nan,1436
120.2,229,0.49355000257492065,nan,5.709290027618408,nan,827
105.0,241,1.0227999687194824,nan,5.715720176696777,nan,723
108.35,170,0.3723199963569641,nan,5.715680122375488,nan,687
108.7,193,0.4023599922657013,nan,5.718560218811035,nan,693
148.2,204,1.1178300380706787,nan,5.6869797706604,nan,701
185.75,382,0.46355000138282776,nan,5.775149822235107,nan,724
227.55,478,0.4361400008201599,nan,5.813630104064941,nan,1433
144.65,283,0.5805400013923645,nan,5.788640022277832,nan,696
265.65,396,0.4602299928665161,nan,5.772480010986328,nan,1656
143.2,190,0.4096199870109558,nan,5.750760078430176,nan,683
150.9,272,0.4103899896144867,nan,5.766160011291504,nan,722
291.05,815,0.672569990158081,nan,5.752349853515625,nan,1435
148.45,335,0.4490000009536743,nan,5.69980001449585,nan,1126
174.75,244,0.4078199863433838,nan,5.72790002822876,nan,1513
110.05,161,0.4401099979877472,nan,5.743579864501953,nan,704
152.65,312,0.43029001355171204,nan,5.713469982147217,nan,812
155.9,283,0.5003100037574768,nan,5.722320079803467,nan,1512
225.6,542,0.39761999249458313,nan,5.660220146179199,nan,1122
153.15,511,0.5445799827575684,nan,5.648630142211914,nan,836
144.7,213,0.41543999314308167,nan,5.669320106506348,nan,686
146.3,253,0.5634400248527527,nan,5.661069869995117,nan,697
190.15,288,0.4707599878311157,nan,5.661449909210205,nan,1151
103.65,158,0.3959299921989441,nan,5.6790900230407715,nan,676
182.25,299,0.4979900121688843,nan,5.645770072937012,nan,697
246.05,513,0.4241800010204315,nan,5.666019916534424,nan,1786
145.0,212,0.43650001287460327,nan,5.667570114135742,nan,694
188.65,344,0.4913400113582611,nan,5.689449787139893,nan,1123
175.45,294,0.3530600070953369,nan,5.731329917907715,nan,1409
162.3,294,0.44567999243736267,nan,5.704480171203613,nan,1241
189.15,318,0.39333999156951904,nan,5.68897008895874,nan,1134
128.35,223,0.4369100034236908,nan,5.680240154266357,nan,898
106.05,246,2.0230400562286377,nan,5.695390224456787,nan,682
70.75,99,0.5212000012397766,nan,5.6046600341796875,nan,308
212.45,558,0.4064599871635437,nan,5.71796989440918,nan,1433
145.2,294,0.4130200147628784,nan,5.695300102233887,nan,722
162.1,296,0.5279499888420105,nan,5.689340114593506,nan,858
318.65,683,0.41561999917030334,nan,5.765439987182617,nan,1433
184.35,242,0.3197000026702881,nan,5.794909954071045,nan,709
156.55,366,0.408050000667572,nan,5.746359825134277,nan,828
147.25,238,0.5117400288581848,nan,5.741040229797363,nan,1432
128.4,265,0.44453001022338867,nan,5.7581400871276855,nan,898
190.35,264,0.418830007314682,nan,5.746049880981445,nan,1143
144.8,214,0.5999100208282471,nan,5.761529922485352,nan,684
150.55,175,0.4941299855709076,nan,5.762340068817139,nan,1436
185.7,467,0.5153999924659729,nan,5.783760070800781,nan,1133
107.35,147,0.5403800010681152,nan,5.727570056915283,nan,685
293.25,525,0.44152000546455383,nan,5.776979923248291,nan,1671
144.6,193,0.33489999175071716,nan,5.798120021820068,nan,681
144.2,189,0.43952998518943787,nan,5.771210193634033,nan,683
108.3,155,0.6218299865722656,nan,5.702159881591797,nan,679
157.5,248,0.4829300045967102,nan,5.729179859161377,nan,1521
198.8,361,0.452890008687973,nan,5.768330097198486,nan,1126
158.0,192,0.564490020275116,nan,5.705080032348633,nan,1515
172.4,306,0.5175099968910217,nan,5.819419860839844,nan,852
157.35,210,0.3852199912071228,nan,5.874959945678711,nan,1504
72.3,92,0.6111199855804443,nan,5.836999893188477,nan,310
163.0,304,0.5849000215530396,nan,5.830880165100098,nan,1430
72.5,97,0.47964999079704285,nan,5.8495001792907715,nan,314
108.9,168,0.5493800044059753,nan,5.808879852294922,nan,696
109.85,152,0.45462000370025635,nan,5.787829875946045,nan,694
226.1,410,0.368010014295578,nan,5.82220983505249,nan,1125
157.8,244,0.4399000108242035,nan,5.780179977416992,nan,1521
187.2,368,0.4119200110435486,nan,5.811110019683838,nan,1127
228.3,540,0.4306899905204773,nan,5.803709983825684,nan,1136
242.0,330,0.516319990158081,nan,5.745029926300049,nan,1234
161.75,292,0.4508500099182129,nan,5.758800029754639,nan,1433
146.3,253,0.42625001072883606,nan,5.775869846343994,nan,695
255.25,389,0.4884699881076813,nan,5.71504020690918,nan,1422
197.55,296,0.42743998765945435,nan,5.646850109100342,nan,853
160.6,245,0.36702999472618103,nan,5.638199806213379,nan,850
71.2,98,0.3656199872493744,nan,5.640739917755127,nan,305
157.95,297,0.39671000838279724,nan,5.637010097503662,nan,835
234.55,446,0.43900999426841736,nan,5.680779933929443,nan,1232
120.5,174,0.3783099949359894,nan,5.669419765472412,nan,811
153.15,279,0.5401300191879272,nan,5.652180194854736,nan,1515
157.15,195,0.45162999629974365,nan,5.672329902648926,nan,1519
163.1,259,0.6162099838256836,nan,5.63116979598999,nan,832
186.95,477,0.450080007314682,nan,5.648930072784424,nan,1127
317.2,723,0.5191199779510498,nan,5.693940162658691,nan,1236
146.3,290,0.3923099935054779,nan,5.7096099853515625,nan,1123
147.05,179,0.4173699915409088,nan,5.738329887390137,nan,698
207.85,428,0.39660999178886414,nan,5.758609771728516,nan,1128
162.25,211,0.3913100063800812,nan,5.728409767150879,nan,1233
108.85,158,0.4311400055885315,nan,5.744719982147217,nan,693
159.45,302,0.4442700147628784,nan,5.753970146179199,nan,1515
287.05,482,0.41780999302864075,nan,5.8332200050354,nan,1130
199.15,391,0.4701400101184845,nan,5.815080165863037,nan,1955
173.45,260,0.47821998596191406,nan,5.984280109405518,nan,1522
145.95,340,0.5105699896812439,nan,5.957180023193359,nan,722
111.15,169,0.4663800001144409,nan,5.9410400390625,nan,702
199.95,314,0.5238699913024902,nan,5.930109977722168,nan,1434
106.35,154,0.40369001030921936,nan,5.828229904174805,nan,683
208.6,365,0.49125000834465027,nan,5.813529968261719,nan,1126
189.45,314,0.43310999870300293,nan,5.840240001678467,nan,1131
124.2,219,0.517799973487854,nan,5.861909866333008,nan,856
217.0,288,0.412090003490448,nan,5.882890224456787,nan,1416
186.95,393,0.5327100157737732,nan,5.869939804077148,nan,1125
148.25,225,0.5199099779129028,nan,5.895689964294434,nan,710
180.3,336,0.4644699990749359,nan,5.940249919891357,nan,1676
113.95,142,0.3873099982738495,nan,5.935420036315918,nan,722
129.9,220,0.5616300106048584,nan,5.9016900062561035,nan,898
187.5,308,0.5312100052833557,nan,5.914450168609619,nan,1130
304.75,539,0.4409399926662445,nan,5.930319786071777,nan,2024
180.85,256,0.4851900041103363,nan,5.9538798332214355,nan,1435
288.45,424,0.5120999813079834,nan,5.92874002456665,nan,1434
184.15,426,0.4754599928855896,nan,5.916860103607178,nan,1130
186.25,474,0.411080002784729,nan,5.899320125579834,nan,1126
158.1,345,0.37053000926971436,nan,5.827509880065918,nan,1416
212.45,360,0.41429999470710754,nan,5.825170040130615,nan,1416
234.3,426,0.4924300014972687,nan,5.856170177459717,nan,1246
181.55,332,0.5053200125694275,nan,5.848330020904541,nan,1788
144.4,311,0.5489699840545654,nan,5.850200176239014,nan,1424
128.65,275,0.44426000118255615,nan,5.802820205688477,nan,898
161.7,379,0.5596100091934204,nan,5.726210117340088,nan,853
68.95,111,0.35321998596191406,nan,5.782380104064941,nan,313
230.2,380,0.57396000623703,nan,5.734270095825195,nan,1129
218.95,491,0.46626999974250793,nan,5.861800193786621,nan,1662
144.9,201,0.47589001059532166,nan,5.863009929656982,nan,698
146.45,206,0.5202000141143799,nan,5.8653998374938965,nan,690
127.4,217,0.4649899899959564,nan,5.966070175170898,nan,865
166.55,265,0.42052000761032104,nan,5.9486799240112305,nan,900
148.55,221,0.48642000555992126,nan,5.952340126037598,nan,710
108.35,170,0.5694699883460999,nan,5.983489990234375,nan,683
199.7,304,0.4759100079536438,nan,5.957759857177734,nan,1429
177.3,365,0.6169899702072144,nan,5.900839805603027,nan,1438
232.05,381,0.4449999928474426,nan,5.930650234222412,nan,1433
319.4,500,0.4625000059604645,nan,5.9203901290893555,nan,2472
216.8,325,0.4378199875354767,nan,5.930530071258545,nan,1435
123.35,223,0.4747599959373474,nan,5.9050798416137695,nan,853
68.45,147,0.42989999055862427,nan,5.948309898376465,nan,308
152.25,242,0.5342900156974792,nan,5.914380073547363,nan,1125
150.3,236,0.5103600025177002,nan,5.933110237121582,nan,1127
145.35,246,0.45392999053001404,nan,5.939239978790283,nan,1432
151.45,339,0.40832000970840454,nan,5.937829971313477,nan,1432
188.6,291,0.49713000655174255,nan,5.947110176086426,nan,1123
231.3,357,0.5187100172042847,nan,5.949729919433594,nan,1128
70.25,107,0.5715799927711487,nan,5.8920698165893555,nan,311
200.85,319,0.43292000889778137,nan,5.957230091094971,nan,898
159.15,344,0.5222399830818176,nan,5.990220069885254,nan,836
149.85,251,0.4831100106239319,nan,5.95766019821167,nan,1435
193.6,315,0.5423399806022644,nan,5.9109601974487305,nan,1663
151.45,213,0.562690019607544,nan,5.7975897789001465,nan,1506
159.6,273,0.3974300026893616,nan,5.831089973449707,nan,1528
161.4,201,0.38277000188827515,nan,5.836719989776611,nan,1525
201.2,339,0.39195001125335693,nan,5.878220081329346,nan,1129
125.15,366,0.45412999391555786,nan,5.879980087280273,nan,898
102.4,159,0.5135899782180786,nan,5.8925299644470215,nan,681
229.9,463,0.4612500071525574,nan,5.886529922485352,nan,1128
240.4,415,0.5578600168228149,nan,5.926869869232178,nan,1241
292.8,632,0.46491000056266785,nan,5.939789772033691,nan,1400
