Rewards,Lengths,Loss,Q1,Best_Distances
61.45,119,0.69497,5.75302,693
63.45,152,0.74628,5.73009,722
62.35,68,0.84192,5.71725,692
24.75,30,0.55773,5.73632,314
24.9,30,1.24943,5.7653,312
104.25,159,0.97844,5.68088,1126
25.25,30,0.53671,5.64363,314
24.5,30,1.02355,5.70764,314
25.0,31,0.61095,5.77346,314
25.4,31,0.45318,5.80032,313
24.5,30,0.67755,5.76972,314
24.4,35,1.18993,5.68046,308
24.9,31,0.76565,5.65079,313
25.0,30,0.7213,5.71278,314
25.0,30,0.86595,5.76634,314
77.9,182,0.80054,5.72922,868
23.5,33,0.99138,5.71227,304
60.95,73,0.74672,5.66382,679
62.6,101,1.04087,5.76112,704
103.2,197,1.06677,5.71242,1127
24.65,30,1.15093,5.63975,313
103.55,189,0.91913,5.76742,1126
24.55,31,0.70269,5.76431,312
104.35,163,1.03963,5.72104,1129
24.55,30,0.48298,5.81893,312
24.9,30,0.89559,5.83275,313
23.7,36,0.72914,5.78222,301
102.45,247,0.82136,5.77334,1127
24.15,35,0.93442,5.7805,308
24.8,30,0.88387,5.75361,312
63.6,79,0.94036,5.79276,709
25.0,30,1.17976,5.7884,314
63.05,76,0.75962,5.76978,701
24.75,31,1.06252,5.78113,314
25.0,30,0.95606,5.77045,314
61.0,113,0.87575,5.76731,685
24.5,30,1.00536,5.78025,314
25.0,30,0.65609,5.77949,314
25.1,30,0.72875,5.80477,310
24.5,30,1.07528,5.79704,313
24.9,31,1.21307,5.74269,313
25.0,30,0.72864,5.6903,314
24.9,30,0.87401,5.7381,313
81.1,190,0.81028,5.79423,898
22.6,40,0.87921,5.76927,296
23.7,35,0.80267,5.74798,301
25.0,30,0.77796,5.76514,314
78.1,156,0.87268,5.79106,865
133.65,221,1.03807,5.75498,1431
23.65,28,1.28813,5.72631,312
73.65,135,0.86654,5.77395,819
23.25,36,0.99883,5.73269,300
25.2,31,1.08119,5.74027,316
25.0,30,1.36603,5.77415,314
24.4,35,0.93777,5.74052,309
24.3,33,1.20422,5.69993,307
104.75,158,0.91602,5.76178,1127
24.25,30,0.86089,5.78832,313
25.1,31,0.69886,5.7938,315
104.1,160,1.02862,5.77508,1129
24.3,33,0.75752,5.74788,302
61.4,107,1.01075,5.71014,698
103.85,181,0.92078,5.73136,1128
24.75,30,0.70604,5.84222,314
62.1,130,0.80927,5.74215,704
75.05,128,0.89088,5.75004,826
63.0,75,1.03528,5.71256,708
24.45,31,0.68402,5.75373,311
24.9,30,1.28688,5.77495,313
24.9,31,0.87274,5.72706,313
25.4,30,0.78563,5.69562,313
62.55,86,0.89338,5.74255,703
24.75,30,0.58893,5.71792,314
24.9,30,0.98635,5.74579,313
24.8,29,0.78355,5.73304,311
62.0,82,0.97555,5.69865,694
25.2,30,1.19388,5.66824,315
104.35,146,0.98231,5.69944,1126
24.75,30,1.11267,5.69737,314
24.9,30,0.96718,5.6776,313
24.7,36,1.13701,5.68878,312
24.8,30,0.84748,5.68992,312
60.4,89,0.75977,5.74043,679
25.1,31,1.06501,5.79916,315
103.55,203,0.92598,5.70632,1129
24.75,35,0.80297,5.73108,314
25.0,30,0.55862,5.77378,314
25.0,30,0.92147,5.81234,314
134.15,182,0.79388,5.7786,1433
23.35,34,1.05563,5.7816,300
24.9,30,0.78819,5.77245,313
24.9,30,0.70107,5.79142,313
25.0,30,0.86532,5.80538,314
23.6,36,0.43884,5.83685,300
103.85,195,0.8101,5.78069,1130
61.9,116,1.06845,5.75177,700
103.25,205,0.88152,5.77164,1126
24.4,27,0.57233,5.71132,312
23.9,30,0.47529,5.79227,303
24.8,33,0.96368,5.81945,312
25.2,27,0.59787,5.77536,315
52.3,549,0.91302,5.73825,690
25.1,31,0.86724,5.71676,315
25.0,30,0.71042,5.74438,314
25.0,30,1.00921,5.75652,314
25.0,30,1.11733,5.68737,314
24.9,30,1.25118,5.65181,313
25.0,30,0.89004,5.66744,314
25.0,29,0.7516,5.71879,313
61.65,113,0.94695,5.74867,694
104.75,139,1.01846,5.65516,1128
24.5,30,0.93425,5.63077,314
25.0,30,0.93514,5.60116,314
62.8,103,0.64517,5.75527,706
103.75,220,0.85294,5.76847,1129
24.25,30,1.12312,5.72859,314
23.6,34,1.11222,5.71954,300
24.5,36,0.87328,5.72317,305
75.7,153,0.90447,5.76246,845
24.4,30,0.45696,5.86588,312
74.75,193,0.91705,5.77334,841
24.75,30,0.53714,5.80189,314
24.4,36,0.86454,5.81169,309
24.7,31,1.04569,5.7931,311
25.0,30,1.42621,5.72905,314
63.85,73,1.00403,5.74834,708
24.75,30,1.03379,5.76314,314
25.0,30,1.07425,5.72359,314
25.1,31,1.03004,5.65146,315
24.9,29,0.94807,5.66342,312
24.8,30,0.74565,5.71226,312
61.65,87,1.0608,5.61252,689
24.45,31,0.7926,5.71077,311
25.2,31,1.0868,5.7397,316
63.0,87,0.69755,5.67369,704
23.0,40,0.81364,5.69438,295
25.0,30,0.74672,5.67382,314
24.7,35,1.02774,5.64919,311
24.0,33,0.93042,5.64602,304
63.25,97,0.75313,5.6977,702
24.25,30,0.8428,5.68826,314
61.45,88,0.92119,5.60365,687
63.5,163,1.14805,5.64957,722
23.05,41,1.06264,5.68675,297
23.1,40,0.58786,5.66858,296
63.45,176,0.81837,5.68909,722
58.9,111,0.70581,5.67869,668
63.35,157,1.00226,5.62701,722
23.5,39,1.06706,5.66644,298
23.1,39,0.61363,5.67155,295
23.2,41,0.5499,5.69553,296
61.65,133,0.96944,5.6644,697
59.05,132,1.01353,5.60418,676
169.55,261,0.86989,5.6832,1787
21.65,39,0.86668,5.65156,297
61.0,113,0.67918,5.75991,684
23.1,41,0.89687,5.66315,296
22.9,39,0.86505,5.68303,298
80.5,219,0.85868,5.69217,898
61.7,115,0.76173,5.70132,702
23.1,40,0.61727,5.79161,296
23.5,39,0.81945,5.7442,298
63.35,98,0.82043,5.66664,708
61.05,85,0.75283,5.70165,688
25.0,30,0.65716,5.72735,314
25.0,30,1.01738,5.76852,314
61.55,66,0.6351,5.68537,684
62.75,71,0.94771,5.73733,702
25.0,30,0.72161,5.60754,314
25.0,30,0.89537,5.59331,314
25.5,30,0.86694,5.57742,314
63.3,146,0.98968,5.59524,722
24.8,29,1.22849,5.54073,311
24.9,30,0.88715,5.45676,313
61.75,160,0.86714,5.61195,704
143.3,163,0.82191,5.59068,1523
24.65,31,0.6073,5.64693,313
133.85,208,0.81521,5.59625,1435
62.5,96,0.72502,5.63944,702
59.0,174,0.86915,5.59256,676
24.15,33,0.66818,5.58924,313
62.85,153,0.86719,5.55783,714
60.2,106,0.66975,5.62646,681
24.65,30,0.91167,5.56878,313
25.0,30,1.09004,5.52421,314
25.1,30,0.70387,5.48758,310
23.5,33,0.76875,5.54539,304
82.3,126,0.79991,5.62224,898
104.0,168,0.95024,5.53919,1129
60.35,77,0.75912,5.54412,679
62.55,80,0.732,5.63908,701
104.3,170,0.72234,5.5717,1128
24.6,32,1.01258,5.60388,315
25.0,30,1.25174,5.58128,314
25.0,30,1.07872,5.5245,314
25.0,30,0.43176,5.51958,314
24.5,31,1.18395,5.57233,309
24.7,30,0.75541,5.57246,311
25.0,30,0.8221,5.59745,314
61.4,102,0.6813,5.63101,692
25.1,31,0.45488,5.54937,315
25.5,30,0.91597,5.60564,314
24.5,30,0.73061,5.60409,314
103.9,190,0.80731,5.56085,1127
24.1,31,0.79292,5.63157,310
25.2,29,0.91544,5.57761,310
24.5,30,0.92735,5.50923,314
24.9,31,0.6307,5.48012,313
24.8,31,1.03449,5.54064,312
23.7,33,0.49836,5.5989,301
104.65,152,0.98606,5.54598,1130
61.5,133,0.87032,5.51905,699
24.85,30,1.26999,5.52461,315
25.1,30,0.63883,5.43808,315
23.7,33,1.01598,5.47986,301
25.2,30,1.02387,5.54934,311
63.1,75,1.01823,5.49391,709
24.3,35,0.88337,5.47995,308
103.7,175,0.86066,5.52603,1126
62.85,114,0.73459,5.57554,706
25.45,30,0.63175,5.49146,315
23.8,34,0.80843,5.50627,307
25.0,31,0.97394,5.57975,314
63.1,87,0.85184,5.52909,706
25.0,30,0.72745,5.53687,314
25.0,30,0.80939,5.54585,314
24.9,34,0.99092,5.5381,313
61.5,95,0.90064,5.5386,692
25.0,30,0.4696,5.55518,314
25.0,30,1.07705,5.57964,314
134.65,170,0.80196,5.55882,1435
61.35,103,0.85723,5.59839,694
23.6,40,0.74008,5.59558,297
61.85,157,0.74215,5.57122,710
23.35,33,1.08523,5.55315,300
25.2,31,0.91674,5.51855,316
63.35,84,0.72739,5.56421,705
23.35,36,0.56449,5.53136,300
61.35,97,0.91653,5.55643,688
24.75,30,0.99586,5.54262,314
25.1,31,0.75698,5.53869,315
25.1,30,0.89607,5.54026,315
25.0,30,0.84642,5.53627,314
62.3,94,0.62064,5.58839,699
24.9,30,1.1377,5.61878,313
25.0,30,0.52538,5.55668,314
25.0,30,0.59109,5.58939,314
24.8,30,0.81265,5.61221,312
133.6,205,0.7788,5.56654,1435
24.7,30,0.77586,5.49321,311
103.3,230,0.90309,5.55563,1130
24.2,29,1.31374,5.47804,310
63.45,178,0.86112,5.52629,723
24.55,30,1.19346,5.61794,311
24.7,30,0.56296,5.56319,311
25.2,31,0.99538,5.52877,316
60.0,141,0.63968,5.57269,686
25.0,30,0.91783,5.5804,314
63.75,77,0.85067,5.55635,708
103.6,216,0.80667,5.56437,1130
24.15,28,0.98453,5.50592,312
62.75,68,0.74679,5.53673,696
24.25,35,0.86552,5.53959,310
24.8,30,0.63814,5.56007,312
62.1,119,1.083,5.50632,697
60.4,60,0.67702,5.61301,679
59.65,158,1.01063,5.5389,683
24.65,29,0.66385,5.51222,312
25.0,30,0.72283,5.52307,314
61.4,138,0.85226,5.52382,698
80.95,183,0.74805,5.52082,898
103.7,185,0.77876,5.54994,1129
24.75,30,1.25127,5.53196,314
24.6,36,0.41037,5.55083,311
25.0,30,0.49711,5.66241,314
25.0,30,0.99796,5.66965,314
61.45,68,0.78018,5.51999,683
61.5,116,0.84708,5.54438,696
61.4,69,0.81833,5.52751,685
24.65,34,0.99421,5.57471,313
23.6,35,1.04804,5.54012,300
61.8,71,0.66697,5.5292,690
63.25,89,0.9904,5.50622,705
60.25,108,1.16349,5.47161,684
63.2,71,0.63028,5.5445,704
25.0,30,0.69033,5.61081,314
25.0,30,0.946,5.5574,314
24.9,35,0.47719,5.55638,313
25.1,32,0.86723,5.57935,315
24.9,30,0.83807,5.5419,313
103.9,191,0.65939,5.55598,1128
24.8,30,0.83929,5.53383,312
63.45,151,0.92454,5.51742,723
24.05,35,1.19575,5.50813,308
80.1,237,0.95555,5.46459,899
62.75,88,0.75857,5.54777,705
62.85,93,0.71892,5.51217,707
62.65,86,0.75792,5.52184,699
104.15,174,0.84326,5.49527,1129
23.5,33,0.8909,5.53679,304
24.3,35,0.79412,5.46924,308
63.3,90,0.94099,5.49056,709
23.6,35,0.6265,5.58274,299
63.45,77,0.6972,5.55119,705
24.75,30,0.88256,5.52772,314
63.95,90,0.93032,5.48484,712
104.4,147,0.88643,5.4624,1129
25.35,31,1.16002,5.36301,315
79.95,233,0.91019,5.47623,899
24.05,31,1.08475,5.51538,312
134.2,204,0.8976,5.46681,1435
24.4,30,0.70237,5.46105,312
24.8,30,0.88897,5.50151,312
103.8,193,0.79752,5.52125,1127
23.2,36,1.02093,5.4915,301
25.0,30,0.75042,5.45435,314
103.55,201,0.87925,5.47626,1129
24.95,31,0.50103,5.45553,316
62.9,83,0.74012,5.57426,703
25.0,30,0.64435,5.55835,314
25.5,30,1.19514,5.50398,314
104.05,153,0.66076,5.50959,1129
24.65,30,0.87562,5.47406,313
25.7,29,1.09652,5.42451,315
61.7,72,0.77164,5.53446,694
24.9,30,0.49414,5.56563,313
63.0,98,0.83044,5.48515,707
24.8,30,0.67066,5.44195,312
62.8,100,0.79617,5.50657,705
60.05,128,1.06233,5.42211,681
24.75,30,1.12985,5.45329,314
25.2,31,0.68124,5.37978,316
25.1,28,0.79562,5.43113,314
25.0,30,0.86275,5.49736,314
25.0,30,1.08111,5.49126,314
25.0,30,0.90572,5.39705,314
25.0,30,0.98733,5.38792,314
24.8,30,0.72309,5.39853,312
60.9,74,0.93293,5.44059,681
104.9,160,0.72917,5.47486,1125
23.8,34,0.73407,5.5043,312
25.0,30,0.36029,5.47997,314
24.4,30,1.015,5.46767,308
24.7,29,1.08555,5.45181,310
24.9,30,0.62786,5.43017,313
24.9,30,1.21836,5.43315,313
25.0,30,0.57871,5.38492,314
25.2,31,0.98325,5.37972,316
25.0,30,0.73694,5.42543,314
24.8,30,0.79687,5.46566,311
25.0,30,0.96318,5.47094,314
25.0,30,0.71126,5.44145,314
24.9,29,0.70415,5.43913,312
63.35,73,0.89429,5.44348,703
24.05,35,0.59848,5.3924,308
103.75,185,0.87298,5.45734,1126
24.45,30,0.97625,5.50618,311
25.0,30,0.95641,5.43759,313
24.5,31,0.54055,5.40009,309
24.6,32,0.92756,5.46991,310
25.0,30,0.59474,5.51252,314
62.75,147,0.73995,5.49295,707
24.15,30,0.722,5.59637,312
24.9,28,0.80479,5.56365,312
23.7,35,0.73447,5.51019,300
24.9,33,0.91203,5.45151,308
62.3,78,0.89722,5.443,701
61.4,121,0.75786,5.52308,695
25.0,30,0.74056,5.49257,314
25.2,30,0.97965,5.48331,315
60.2,120,1.0409,5.39761,684
132.6,275,0.84249,5.54444,1433
59.85,105,0.79343,5.58332,679
24.75,30,0.70221,5.53121,314
62.45,98,0.91097,5.56672,699
24.35,36,0.71168,5.48127,311
25.1,31,0.87302,5.58029,315
24.4,35,0.84973,5.61995,308
63.4,83,1.02692,5.51962,708
25.0,30,0.99944,5.51971,314
23.9,35,1.01027,5.5656,303
82.0,141,0.99718,5.52397,898
24.6,30,1.01721,5.50423,315
25.0,29,0.44729,5.51964,313
60.75,100,0.91329,5.57636,682
24.95,29,0.60694,5.46534,315
60.55,92,1.00588,5.47335,679
24.55,30,0.52664,5.55596,312
61.85,103,0.70927,5.53284,694
24.15,34,0.43294,5.60305,308
24.5,35,1.09866,5.57743,310
76.15,154,0.70955,5.51863,847
75.55,174,0.72723,5.50535,844
103.05,191,0.86231,5.50503,1127
134.25,185,0.78608,5.50486,1434
59.2,153,0.8211,5.54499,685
24.9,30,0.67471,5.55444,312
25.0,31,0.84365,5.55368,314
25.0,30,0.62968,5.51396,314
73.5,209,0.76383,5.52453,829
62.35,76,0.59881,5.5027,699
24.55,29,0.77711,5.57324,311
23.2,40,0.97144,5.56667,298
64.05,145,0.7952,5.50278,723
103.7,173,0.80167,5.55835,1127
60.7,168,0.83007,5.51373,698
63.4,89,0.86042,5.49909,709
24.75,30,0.64684,5.57715,314
24.8,31,1.30239,5.55224,312
25.1,31,0.97321,5.48941,315
25.4,30,0.61425,5.4884,313
24.4,30,1.0123,5.55748,313
62.35,153,0.953,5.52166,709
24.85,30,0.73253,5.5084,315
23.8,38,1.12193,5.56631,303
59.95,132,0.89506,5.50531,681
24.95,31,0.71334,5.52154,316
60.6,82,0.80675,5.52609,680
25.0,30,0.36748,5.55243,314
24.9,31,0.59403,5.61526,313
23.6,35,0.77631,5.60095,299
25.0,30,1.05628,5.52752,314
24.9,31,1.20307,5.44133,313
25.0,30,0.5551,5.45817,314
24.7,30,1.3351,5.56403,310
62.4,124,0.76641,5.53321,701
24.3,29,0.9298,5.59458,311
23.6,40,1.24303,5.53574,300
105.2,136,0.65547,5.56018,1130
23.8,36,0.61195,5.58687,308
25.0,30,0.93763,5.56003,314
24.8,30,0.76224,5.52668,311
63.45,85,0.88371,5.5511,707
104.55,128,0.98584,5.45667,1129
74.15,175,1.0674,5.50705,832
24.75,30,0.64478,5.58134,314
24.8,30,0.56252,5.61535,312
24.8,31,0.64278,5.64287,312
25.0,30,1.3375,5.58079,314
25.1,30,0.87977,5.44995,315
24.9,30,0.57968,5.45252,313
25.0,30,0.94829,5.51423,314
24.8,28,1.07464,5.49691,311
60.95,82,0.70443,5.49013,681
24.75,31,1.03703,5.50939,314
24.9,30,1.21455,5.42618,313
25.0,30,1.20142,5.37139,314
23.7,35,0.89113,5.33863,302
25.0,30,0.73512,5.45193,314
24.9,30,1.08915,5.53407,313
25.0,30,0.78079,5.50743,314
24.8,28,0.97298,5.45642,311
24.8,30,0.8173,5.4025,311
24.9,29,0.4462,5.41757,312
25.0,30,0.81568,5.52115,314
24.4,35,0.95256,5.57271,308
61.75,83,0.78501,5.49208,689
60.65,72,0.58365,5.55769,681
24.7,30,1.27726,5.4501,311
25.0,30,0.6247,5.36385,314
24.9,29,0.86363,5.46827,312
25.1,31,1.1103,5.54358,315
25.0,30,0.65121,5.46151,314
24.8,29,1.04862,5.42629,311
60.6,76,0.67203,5.45735,679
80.8,204,0.80466,5.51038,899
62.6,94,0.81846,5.5168,707
62.9,87,0.78508,5.56907,704
24.7,31,0.65421,5.50856,310
63.25,118,0.82853,5.51986,711
103.65,204,0.95166,5.47962,1130
24.1,36,0.72724,5.49797,311
60.75,106,1.04972,5.51588,684
24.75,30,0.83002,5.41465,313
61.15,61,0.93229,5.46506,679
61.5,150,0.77529,5.51488,701
24.65,30,0.67715,5.57062,313
140.95,303,0.77616,5.57406,1525
24.55,30,0.72783,5.6444,312
23.6,36,0.88009,5.56657,300
24.8,28,0.90318,5.51193,311
133.4,241,0.96338,5.52068,1435
24.4,30,1.00365,5.51037,313
24.8,30,0.42751,5.48762,312
61.75,88,0.87811,5.56168,690
24.55,31,0.74458,5.5253,312
25.0,30,1.04474,5.54041,314
24.7,29,0.91311,5.54136,309
61.85,102,0.90621,5.47905,694
104.8,146,0.91539,5.51627,1128
24.45,33,0.72644,5.56362,311
24.5,30,0.71126,5.49039,314
24.9,29,0.65615,5.50644,312
23.7,36,0.72521,5.55905,302
25.2,29,0.65107,5.58858,315
24.8,30,0.90012,5.58642,312
23.5,35,0.66883,5.52884,300
25.0,30,0.98665,5.51906,314
25.0,30,0.62232,5.48212,313
63.6,160,0.95225,5.49129,722
24.1,33,0.85263,5.43144,305
25.0,30,0.56621,5.48863,314
62.35,232,0.72431,5.55795,722
102.4,253,0.88132,5.54672,1130
23.85,32,1.02184,5.49949,305
25.0,30,1.12688,5.47402,314
61.7,142,0.83235,5.5365,703
24.8,30,0.84725,5.58978,312
25.0,30,0.62888,5.55798,313
80.6,187,0.97216,5.55957,900
61.0,107,0.92849,5.52018,689
25.5,33,0.8631,5.58906,314
24.5,30,1.04654,5.56815,314
25.4,31,0.82648,5.52542,313
24.5,30,0.68511,5.54221,314
25.0,30,1.11443,5.58111,314
63.7,150,0.85672,5.50988,722
25.0,30,1.45163,5.53146,314
104.9,148,0.92213,5.46856,1129
25.1,31,0.64945,5.49206,315
24.5,30,0.80766,5.4997,314
25.0,30,0.8276,5.49694,314
73.85,125,0.95656,5.50221,819
61.95,145,0.80792,5.54131,703
103.8,168,1.04213,5.4801,1127
80.75,165,0.86976,5.50381,900
24.65,30,1.20554,5.56162,313
64.9,90,0.9005,5.48404,722
25.0,30,0.34338,5.52218,314
24.8,30,0.7478,5.54836,312
25.4,30,0.63068,5.51214,313
24.4,30,0.51028,5.47694,313
24.8,35,0.67533,5.48708,313
61.7,93,0.75169,5.49921,693
25.0,30,0.59827,5.44364,313
24.9,28,0.36281,5.48069,312
133.55,215,0.80718,5.49645,1433
25.05,30,0.97241,5.53567,312
24.5,30,1.0051,5.46139,314
25.1,29,0.59517,5.43814,314
63.55,101,1.02809,5.45383,711
24.75,30,0.72808,5.42867,314
24.9,34,0.7431,5.4695,313
104.0,157,0.75335,5.47118,1126
24.8,31,1.03652,5.43844,312
25.4,30,0.62511,5.46133,312
24.6,30,0.83321,5.4806,314
25.1,31,0.72379,5.47269,315
25.0,31,0.82856,5.46866,314
63.9,143,0.85679,5.47311,722
63.25,86,0.97225,5.38687,700
24.75,33,0.80943,5.47649,314
24.6,28,0.69528,5.49396,314
24.8,29,0.74621,5.53309,311
73.25,112,0.93368,5.49722,809
104.35,181,0.73123,5.49235,1128
22.3,34,0.90156,5.46362,296
60.5,101,0.9858,5.42091,683
25.0,33,0.99487,5.45536,314
25.0,30,0.65658,5.45592,314
61.3,85,0.95715,5.46983,682
24.5,30,0.92764,5.42397,314
25.0,30,0.80867,5.45367,314
25.0,30,0.38134,5.48415,314
24.3,33,1.09186,5.53416,307
25.5,30,1.00069,5.50694,314
62.05,85,0.86519,5.47154,692
133.15,207,0.91292,5.48647,1433
59.4,114,0.98658,5.4221,679
25.0,30,0.56599,5.46129,314
24.6,30,1.01376,5.52161,310
25.4,31,1.01842,5.51446,313
23.1,35,0.83822,5.45449,299
24.9,30,1.15677,5.42876,313
25.2,31,0.45028,5.43729,316
24.3,33,0.55639,5.54798,307
24.9,30,0.92913,5.60985,313
63.1,82,0.7262,5.51314,704
62.1,150,0.97871,5.47466,709
25.4,28,1.07935,5.43417,312
24.4,30,0.57764,5.37171,312
23.9,35,0.71338,5.42236,303
25.2,31,0.909,5.4918,316
25.0,30,0.58765,5.53844,314
25.0,30,0.4552,5.61884,314
24.8,29,1.13603,5.5947,311
62.65,91,1.03503,5.34959,700
104.3,149,0.97202,5.4117,1128
62.25,109,0.84724,5.46597,704
24.6,35,1.05234,5.37848,310
25.0,30,0.7033,5.36812,314
24.9,34,0.92312,5.39229,313
24.1,36,0.97998,5.39827,306
25.2,29,0.53437,5.47052,315
25.0,30,0.95269,5.55263,314
133.75,204,0.75386,5.4953,1433
24.05,33,0.92754,5.54576,307
61.6,116,0.95789,5.51154,697
81.15,173,0.91702,5.53828,898
24.65,29,0.56276,5.55173,312
81.0,168,0.83861,5.57961,898
24.7,30,1.04379,5.63316,311
61.1,70,0.96503,5.49165,683
25.0,35,0.70515,5.46976,315
61.5,115,0.77994,5.58928,696
25.0,30,0.84067,5.62401,314
62.75,83,0.98969,5.46066,699
24.45,30,1.02489,5.52849,310
24.9,30,0.93032,5.56236,313
104.1,163,1.00104,5.57341,1129
62.8,92,0.79114,5.63435,704
25.1,30,1.52257,5.53245,315
25.4,30,0.74093,5.45136,313
103.25,183,0.79891,5.59872,1127
24.75,30,0.59672,5.63065,314
24.9,30,1.05148,5.6644,312
24.8,29,0.52517,5.60469,311
23.5,35,1.38288,5.57699,299
25.2,30,0.57598,5.52017,311
103.7,178,0.88279,5.57106,1128
74.45,125,0.8022,5.58202,830
24.75,30,1.02306,5.61547,314
62.8,76,0.82493,5.58755,701
133.45,217,0.71907,5.6219,1433
24.65,31,0.59998,5.66292,313
133.8,192,0.86617,5.59591,1434
24.6,31,0.85004,5.56405,310
25.0,30,1.28097,5.5331,314
80.8,202,0.83903,5.59118,898
24.7,31,0.77838,5.60454,316
63.45,179,0.76692,5.61208,722
25.25,31,0.93923,5.59885,314
24.5,30,0.35973,5.59712,314
25.0,30,1.0353,5.64336,314
103.7,167,0.93595,5.57084,1125
25.0,30,0.9223,5.63884,314
25.0,34,0.62308,5.60182,314
134.2,193,0.85004,5.62369,1433
24.3,31,0.62516,5.62614,312
63.35,85,1.02614,5.55511,705
104.5,141,0.80377,5.59251,1129
24.75,30,0.58024,5.65366,314
60.2,124,0.85065,5.61387,683
62.55,91,0.60426,5.64003,699
24.55,31,0.9799,5.67276,312
24.6,31,1.19201,5.61232,310
25.5,31,0.66204,5.57524,314
62.3,92,0.957,5.64655,704
25.0,30,0.98416,5.59932,314
105.35,141,0.92188,5.63497,1130
63.05,84,0.82934,5.6298,707
24.5,30,0.8594,5.64483,314
24.9,36,1.07372,5.65589,309
24.5,30,0.62661,5.60091,314
25.0,30,0.93448,5.63751,314
25.1,31,0.74388,5.67407,315
25.0,30,0.777,5.66928,314
25.0,30,0.93255,5.65287,314
104.2,210,0.8663,5.62191,1128
24.0,30,0.81411,5.62702,314
104.1,181,0.83046,5.63379,1127
79.25,267,0.84205,5.61008,898
24.15,29,1.31952,5.53785,312
25.0,30,0.85167,5.51084,314
62.5,115,0.93669,5.59236,706
24.8,30,0.68676,5.63073,312
60.4,88,0.9487,5.63246,679
25.0,30,1.06682,5.60444,314
80.95,185,0.91042,5.60835,898
23.75,33,0.64083,5.56473,304
24.8,30,1.04387,5.61682,312
25.1,28,1.05427,5.6086,314
25.0,30,0.85769,5.5647,314
60.85,98,0.49473,5.66502,683
63.85,81,0.84127,5.68582,715
25.0,30,0.81569,5.61153,314
23.5,35,0.63517,5.68402,299
24.8,30,0.65112,5.74608,312
25.0,30,0.80668,5.74136,314
25.3,30,0.45917,5.73757,312
103.7,208,0.85179,5.7073,1130
24.0,30,0.85067,5.65616,314
24.8,29,0.85403,5.61821,311
60.75,80,0.86969,5.67959,679
24.95,31,0.91964,5.66963,316
24.8,30,0.9469,5.6396,312
24.8,30,0.63012,5.6974,312
64.0,81,0.66016,5.76759,714
24.0,35,1.33782,5.69534,305
25.2,31,0.8548,5.60458,316
25.2,30,0.34556,5.65176,315
25.5,31,0.50894,5.7726,314
24.3,29,0.84764,5.80212,311
25.1,31,0.77844,5.70473,315
25.0,35,0.81458,5.61678,310
24.4,30,1.15849,5.6033,312
24.8,35,0.69411,5.60947,313
24.7,31,0.53981,5.66234,311
25.3,31,0.83297,5.67782,312
24.4,30,1.09758,5.62738,313
24.8,28,0.84082,5.5552,311
25.0,30,0.89595,5.5705,314
62.95,95,0.8278,5.64719,703
24.85,31,1.24148,5.53763,315
24.4,35,0.67873,5.52058,308
134.7,171,0.91164,5.66709,1434
80.1,211,0.75067,5.64584,900
24.4,31,0.91566,5.57552,313
24.9,30,0.67283,5.56916,313
59.3,170,0.73718,5.64498,684
25.0,30,1.06969,5.63693,314
24.8,30,0.70489,5.63247,312
24.9,30,1.02752,5.6702,312
25.0,31,0.95327,5.69841,314
25.1,30,0.73995,5.69835,315
24.4,35,0.74521,5.70315,309
74.15,228,0.88061,5.66743,842
25.25,30,0.82053,5.71755,314
23.8,35,0.70169,5.68007,308
62.05,98,0.74225,5.68276,695
63.2,77,0.87645,5.72858,705
60.85,72,0.90112,5.62051,683
134.85,176,0.82195,5.6964,1434
24.25,30,1.38234,5.68387,313
104.05,192,0.97543,5.64191,1127
24.25,30,0.77362,5.62727,314
25.0,34,0.75296,5.64743,314
61.8,90,0.82256,5.67301,693
25.0,30,1.07571,5.6342,314
103.0,249,0.91676,5.62983,1130
62.25,111,0.84468,5.65568,705
65.05,72,0.8156,5.62165,722
24.9,30,1.15705,5.66312,313
61.95,159,0.72656,5.66514,706
24.65,31,1.08313,5.63779,313
104.8,154,1.01287,5.54026,1130
62.45,100,0.91399,5.59157,704
103.8,163,0.8325,5.57157,1126
59.9,104,0.79183,5.61834,677
24.75,30,0.64375,5.538,314
25.1,28,0.69981,5.57401,314
74.2,135,0.84088,5.59221,821
24.5,30,0.95347,5.62187,314
24.9,30,1.02804,5.61264,313
63.8,89,0.81989,5.55662,713
62.4,89,0.94254,5.58736,699
81.15,174,0.75533,5.63137,898
103.3,204,0.75416,5.65315,1128
60.85,76,0.92759,5.62414,684
60.05,154,0.85106,5.6108,686
60.45,86,0.87402,5.63106,682
24.8,31,0.86344,5.62516,312
23.7,36,0.71087,5.65321,302
24.5,35,0.71271,5.67007,309
25.0,30,0.86013,5.63899,314
23.9,33,0.90936,5.6318,303
25.4,29,0.50392,5.62642,312
24.4,29,0.77211,5.65997,312
61.45,67,0.92207,5.63322,683
24.75,30,1.05295,5.59062,314
24.8,30,0.75892,5.55441,312
24.0,33,1.01837,5.57457,304
62.4,93,0.83218,5.61051,700
61.25,79,0.82212,5.57677,683
62.35,86,0.80148,5.6252,701
25.0,29,1.04204,5.62142,313
63.35,79,0.85557,5.60177,704
24.55,30,0.5049,5.54267,312
24.4,34,0.53704,5.61979,308
25.0,30,0.86425,5.70028,314
24.9,30,1.04764,5.68978,313
24.8,30,0.87322,5.60559,312
